clip_id,source,model,profile,sweep_kind,prompt_id,pattern,register,timing_variant,technique,technique_keyswitch,dynamic_label,cc1_initial,cc1_final,branch_offset_s,seed,base_seed,noise_group,replicate,w_tech,w_cc,reference_midi,single_pitch,note_onset_s,midi_path,audio_path,status
long_high_long-rep05__t-legato_slur__d-cc088__s-dense__w-wt10_wc10,model,VIOLET,sweep_dense,dense,long_high_long,long,high,long,legato_slur,49,cc088,88,88,,1048861310561683284,20260826,long_high_long-rep05,5,1.0,1.0,81.0,True,0.75,data/midi/sweep/dense/long_high_long-rep05__t-legato_slur__d-cc088__s-dense__w-wt10_wc10.mid,data/model_audio/sweep/long_high_long-rep05__t-legato_slur__d-cc088__s-dense__w-wt10_wc10.wav,planned
long_high_long-rep06__t-legato_slur__d-cc088__s-dense__w-wt10_wc10,model,VIOLET,sweep_dense,dense,long_high_long,long,high,long,legato_slur,49,cc088,88,88,,1312400529811761307,20260826,long_high_long-rep06,6,1.0,1.0,81.0,True,0.75,data/midi/sweep/dense/long_high_long-rep06__t-legato_slur__d-cc088__s-dense__w-wt10_wc10.mid,data/model_audio/sweep/long_high_long-rep06__t-legato_slur__d-cc088__s-dense__w-wt10_wc10.wav,planned
long_high_long-rep07__t-legato_slur__d-cc088__s-dense__w-wt10_wc10,model,VIOLET,sweep_dense,dense,long_high_long,long,high,long,legato_slur,49,cc088,88,88,,8007516170939644700,20260826,long_high_long-rep07,7,1.0,1.0,81.0,True,0.75,data/midi/sweep/dense/long_high_long-rep07__t-legato_slur__d-cc088__s-dense__w-wt10_wc10.mid,data/model_audio/sweep/long_high_long-rep07__t-legato_slur__d-cc088__s-dense__w-wt10_wc10.wav,planned
long_high_long-rep08__t-legato_slur__d-cc088__s-dense__w-wt10_wc10,model,VIOLET,sweep_dense,dense,long_high_long,long,high,long,legato_slur,49,cc088,88,88,,1402403455823634827,20260826,long_high_long-rep08,8,1.0,1.0,81.0,True,0.75,data/midi/sweep/dense/long_high_long-rep08__t-legato_slur__d-cc088__s-dense__w-wt10_wc10.mid,data/model_audio/sweep/long_high_long-rep08__t-legato_slur__d-cc088__s-dense__w-wt10_wc10.wav,planned
long_high_long-rep01__t-legato_slur__d-cc104__s-dense__w-wt10_wc10,model,VIOLET,sweep_dense,dense,long_high_long,long,high,long,legato_slur,49,cc104,104,104,,783129699631193259,20260826,long_high_long-rep01,1,1.0,1.0,81.0,True,0.75,data/midi/sweep/dense/long_high_long-rep01__t-legato_slur__d-cc104__s-dense__w-wt10_wc10.mid,data/model_audio/sweep/long_high_long-rep01__t-legato_slur__d-cc104__s-dense__w-wt10_wc10.wav,planned
long_high_long-rep02__t-legato_slur__d-cc104__s-dense__w-wt10_wc10,model,VIOLET,sweep_dense,dense,long_high_long,long,high,long,legato_slur,49,cc104,104,104,,3205758975103824288,20260826,long_high_long-rep02,2,1.0,1.0,81.0,True,0.75,data/midi/sweep/dense/long_high_long-rep02__t-legato_slur__d-cc104__s-dense__w-wt10_wc10.mid,data/model_audio/sweep/long_high_long-rep02__t-legato_slur__d-cc104__s-dense__w-wt10_wc10.wav,planned
long_high_long-rep03__t-legato_slur__d-cc104__s-dense__w-wt10_wc10,model,VIOLET,sweep_dense,dense,long_high_long,long,high,long,legato_slur,49,cc104,104,104,,8260705675710319947,20260826,long_high_long-rep03,3,1.0,1.0,81.0,True,0.75,data/midi/sweep/dense/long_high_long-rep03__t-legato_slur__d-cc104__s-dense__w-wt10_wc10.mid,data/model_audio/sweep/long_high_long-rep03__t-legato_slur__d-cc104__s-dense__w-wt10_wc10.wav,planned
long_high_long-rep04__t-legato_slur__d-cc104__s-dense__w-wt10_wc10,model,VIOLET,sweep_dense,dense,long_high_long,long,high,long,legato_slur,49,cc104,104,104,,1479089932150990109,20260826,long_high_long-rep04,4,1.0,1.0,81.0,True,0.75,data/midi/sweep/dense/long_high_long-rep04__t-legato_slur__d-cc104__s-dense__w-wt10_wc10.mid,data/model_audio/sweep/long_high_long-rep04__t-legato_slur__d-cc104__s-dense__w-wt10_wc10.wav,planned
long_high_long-rep05__t-legato_slur__d-cc104__s-dense__w-wt10_wc10,model,VIOLET,sweep_dense,dense,long_high_long,long,high,long,legato_slur,49,cc104,104,104,,1048861310561683284,20260826,long_high_long-rep05,5,1.0,1.0,81.0,True,0.75,data/midi/sweep/dense/long_high_long-rep05__t-legato_slur__d-cc104__s-dense__w-wt10_wc10.mid,data/model_audio/sweep/long_high_long-rep05__t-legato_slur__d-cc104__s-dense__w-wt10_wc10.wav,planned
long_high_long-rep06__t-legato_slur__d-cc104__s-dense__w-wt10_wc10,model,VIOLET,sweep_dense,dense,long_high_long,long,high,long,legato_slur,49,cc104,104,104,,1312400529811761307,20260826,long_high_long-rep06,6,1.0,1.0,81.0,True,0.75,data/midi/sweep/dense/long_high_long-rep06__t-legato_slur__d-cc104__s-dense__w-wt10_wc10.mid,data/model_audio/sweep/long_high_long-rep06__t-legato_slur__d-cc104__s-dense__w-wt10_wc10.wav,planned
long_high_long-rep07__t-legato_slur__d-cc104__s-dense__w-wt10_wc10,model,VIOLET,sweep_dense,dense,long_high_long,long,high,long,legato_slur,49,cc104,104,104,,8007516170939644700,20260826,long_high_long-rep07,7,1.0,1.0,81.0,True,0.75,data/midi/sweep/dense/long_high_long-rep07__t-legato_slur__d-cc104__s-dense__w-wt10_wc10.mid,data/model_audio/sweep/long_high_long-rep07__t-legato_slur__d-cc104__s-dense__w-wt10_wc10.wav,planned
long_high_long-rep08__t-legato_slur__d-cc104__s-dense__w-wt10_wc10,model,VIOLET,sweep_dense,dense,long_high_long,long,high,long,legato_slur,49,cc104,104,104,,1402403455823634827,20260826,long_high_long-rep08,8,1.0,1.0,81.0,True,0.75,data/midi/sweep/dense/long_high_long-rep08__t-legato_slur__d-cc104__s-dense__w-wt10_wc10.mid,data/model_audio/sweep/long_high_long-rep08__t-legato_slur__d-cc104__s-dense__w-wt10_wc10.wav,planned
long_high_long-rep01__t-legato_slur__d-cc120__s-dense__w-wt10_wc10,model,VIOLET,sweep_dense,dense,long_high_long,long,high,long,legato_slur,49,cc120,120,120,,783129699631193259,20260826,long_high_long-rep01,1,1.0,1.0,81.0,True,0.75,data/midi/sweep/dense/long_high_long-rep01__t-legato_slur__d-cc120__s-dense__w-wt10_wc10.mid,data/model_audio/sweep/long_high_long-rep01__t-legato_slur__d-cc120__s-dense__w-wt10_wc10.wav,planned
long_high_long-rep02__t-legato_slur__d-cc120__s-dense__w-wt10_wc10,model,VIOLET,sweep_dense,dense,long_high_long,long,high,long,legato_slur,49,cc120,120,120,,3205758975103824288,20260826,long_high_long-rep02,2,1.0,1.0,81.0,True,0.75,data/midi/sweep/dense/long_high_long-rep02__t-legato_slur__d-cc120__s-dense__w-wt10_wc10.mid,data/model_audio/sweep/long_high_long-rep02__t-legato_slur__d-cc120__s-dense__w-wt10_wc10.wav,planned
long_high_long-rep03__t-legato_slur__d-cc120__s-dense__w-wt10_wc10,model,VIOLET,sweep_dense,dense,long_high_long,long,high,long,legato_slur,49,cc120,120,120,,8260705675710319947,20260826,long_high_long-rep03,3,1.0,1.0,81.0,True,0.75,data/midi/sweep/dense/long_high_long-rep03__t-legato_slur__d-cc120__s-dense__w-wt10_wc10.mid,data/model_audio/sweep/long_high_long-rep03__t-legato_slur__d-cc120__s-dense__w-wt10_wc10.wav,planned
long_high_long-rep04__t-legato_slur__d-cc120__s-dense__w-wt10_wc10,model,VIOLET,sweep_dense,dense,long_high_long,long,high,long,legato_slur,49,cc120,120,120,,1479089932150990109,20260826,long_high_long-rep04,4,1.0,1.0,81.0,True,0.75,data/midi/sweep/dense/long_high_long-rep04__t-legato_slur__d-cc120__s-dense__w-wt10_wc10.mid,data/model_audio/sweep/long_high_long-rep04__t-legato_slur__d-cc120__s-dense__w-wt10_wc10.wav,planned
long_high_long-rep05__t-legato_slur__d-cc120__s-dense__w-wt10_wc10,model,VIOLET,sweep_dense,dense,long_high_long,long,high,long,legato_slur,49,cc120,120,120,,1048861310561683284,20260826,long_high_long-rep05,5,1.0,1.0,81.0,True,0.75,data/midi/sweep/dense/long_high_long-rep05__t-legato_slur__d-cc120__s-dense__w-wt10_wc10.mid,data/model_audio/sweep/long_high_long-rep05__t-legato_slur__d-cc120__s-dense__w-wt10_wc10.wav,planned
long_high_long-rep06__t-legato_slur__d-cc120__s-dense__w-wt10_wc10,model,VIOLET,sweep_dense,dense,long_high_long,long,high,long,legato_slur,49,cc120,120,120,,1312400529811761307,20260826,long_high_long-rep06,6,1.0,1.0,81.0,True,0.75,data/midi/sweep/dense/long_high_long-rep06__t-legato_slur__d-cc120__s-dense__w-wt10_wc10.mid,data/model_audio/sweep/long_high_long-rep06__t-legato_slur__d-cc120__s-dense__w-wt10_wc10.wav,planned
long_high_long-rep07__t-legato_slur__d-cc120__s-dense__w-wt10_wc10,model,VIOLET,sweep_dense,dense,long_high_long,long,high,long,legato_slur,49,cc120,120,120,,8007516170939644700,20260826,long_high_long-rep07,7,1.0,1.0,81.0,True,0.75,data/midi/sweep/dense/long_high_long-rep07__t-legato_slur__d-cc120__s-dense__w-wt10_wc10.mid,data/model_audio/sweep/long_high_long-rep07__t-legato_slur__d-cc120__s-dense__w-wt10_wc10.wav,planned
long_high_long-rep08__t-legato_slur__d-cc120__s-dense__w-wt10_wc10,model,VIOLET,sweep_dense,dense,long_high_long,long,high,long,legato_slur,49,cc120,120,120,,1402403455823634827,20260826,long_high_long-rep08,8,1.0,1.0,81.0,True,0.75,data/midi/sweep/dense/long_high_long-rep08__t-legato_slur__d-cc120__s-dense__w-wt10_wc10.mid,data/model_audio/sweep/long_high_long-rep08__t-legato_slur__d-cc120__s-dense__w-wt10_wc10.wav,planned
scale_low_short-rep01__t-sustain__d-cc008__s-dense__w-wt10_wc10,model,VIOLET,sweep_dense,dense,scale_low_short,scale,low,short,sustain,36,cc008,8,8,,1540142329220636304,20260826,scale_low_short-rep01,1,1.0,1.0,,False,0.75,data/midi/sweep/dense/scale_low_short-rep01__t-sustain__d-cc008__s-dense__w-wt10_wc10.mid,data/model_audio/sweep/scale_low_short-rep01__t-sustain__d-cc008__s-dense__w-wt10_wc10.wav,planned
scale_low_short-rep02__t-sustain__d-cc008__s-dense__w-wt10_wc10,model,VIOLET,sweep_dense,dense,scale_low_short,scale,low,short,sustain,36,cc008,8,8,,3171165002728231846,20260826,scale_low_short-rep02,2,1.0,1.0,,False,0.75,data/midi/sweep/dense/scale_low_short-rep02__t-sustain__d-cc008__s-dense__w-wt10_wc10.mid,data/model_audio/sweep/scale_low_short-rep02__t-sustain__d-cc008__s-dense__w-wt10_wc10.wav,planned
scale_low_short-rep03__t-sustain__d-cc008__s-dense__w-wt10_wc10,model,VIOLET,sweep_dense,dense,scale_low_short,scale,low,short,sustain,36,cc008,8,8,,1776227664234867855,20260826,scale_low_short-rep03,3,1.0,1.0,,False,0.75,data/midi/sweep/dense/scale_low_short-rep03__t-sustain__d-cc008__s-dense__w-wt10_wc10.mid,data/model_audio/sweep/scale_low_short-rep03__t-sustain__d-cc008__s-dense__w-wt10_wc10.wav,planned
scale_low_short-rep04__t-sustain__d-cc008__s-dense__w-wt10_wc10,model,VIOLET,sweep_dense,dense,scale_low_short,scale,low,short,sustain,36,cc008,8,8,,3908447290816359123,20260826,scale_low_short-rep04,4,1.0,1.0,,False,0.75,data/midi/sweep/dense/scale_low_short-rep04__t-sustain__d-cc008__s-dense__w-wt10_wc10.mid,data/model_audio/sweep/scale_low_short-rep04__t-sustain__d-cc008__s-dense__w-wt10_wc10.wav,planned
scale_low_short-rep05__t-sustain__d-cc008__s-dense__w-wt10_wc10,model,VIOLET,sweep_dense,dense,scale_low_short,scale,low,short,sustain,36,cc008,8,8,,5165478884404604096,20260826,scale_low_short-rep05,5,1.0,1.0,,False,0.75,data/midi/sweep/dense/scale_low_short-rep05__t-sustain__d-cc008__s-dense__w-wt10_wc10.mid,data/model_audio/sweep/scale_low_short-rep05__t-sustain__d-cc008__s-dense__w-wt10_wc10.wav,planned
scale_low_short-rep06__t-sustain__d-cc008__s-dense__w-wt10_wc10,model,VIOLET,sweep_dense,dense,scale_low_short,scale,low,short,sustain,36,cc008,8,8,,6567249385283483688,20260826,scale_low_short-rep06,6,1.0,1.0,,False,0.75,data/midi/sweep/dense/scale_low_short-rep06__t-sustain__d-cc008__s-dense__w-wt10_wc10.mid,data/model_audio/sweep/scale_low_short-rep06__t-sustain__d-cc008__s-dense__w-wt10_wc10.wav,planned
scale_low_short-rep07__t-sustain__d-cc008__s-dense__w-wt10_wc10,model,VIOLET,sweep_dense,dense,scale_low_short,scale,low,short,sustain,36,cc008,8,8,,8395115410064375890,20260826,scale_low_short-rep07,7,1.0,1.0,,False,0.75,data/midi/sweep/dense/scale_low_short-rep07__t-sustain__d-cc008__s-dense__w-wt10_wc10.mid,data/model_audio/sweep/scale_low_short-rep07__t-sustain__d-cc008__s-dense__w-wt10_wc10.wav,planned
scale_low_short-rep08__t-sustain__d-cc008__s-dense__w-wt10_wc10,model,VIOLET,sweep_dense,dense,scale_low_short,scale,low,short,sustain,36,cc008,8,8,,8673968264496496026,20260826,scale_low_short-rep08,8,1.0,1.0,,False,0.75,data/midi/sweep/dense/scale_low_short-rep08__t-sustain__d-cc008__s-dense__w-wt10_wc10.mid,data/model_audio/sweep/scale_low_short-rep08__t-sustain__d-cc008__s-dense__w-wt10_wc10.wav,planned
scale_low_short-rep01__t-sustain__d-cc024__s-dense__w-wt10_wc10,model,VIOLET,sweep_dense,dense,scale_low_short,scale,low,short,sustain,36,cc024,24,24,,1540142329220636304,20260826,scale_low_short-rep01,1,1.0,1.0,,False,0.75,data/midi/sweep/dense/scale_low_short-rep01__t-sustain__d-cc024__s-dense__w-wt10_wc10.mid,data/model_audio/sweep/scale_low_short-rep01__t-sustain__d-cc024__s-dense__w-wt10_wc10.wav,planned
scale_low_short-rep02__t-sustain__d-cc024__s-dense__w-wt10_wc10,model,VIOLET,sweep_dense,dense,scale_low_short,scale,low,short,sustain,36,cc024,24,24,,3171165002728231846,20260826,scale_low_short-rep02,2,1.0,1.0,,False,0.75,data/midi/sweep/dense/scale_low_short-rep02__t-sustain__d-cc024__s-dense__w-wt10_wc10.mid,data/model_audio/sweep/scale_low_short-rep02__t-sustain__d-cc024__s-dense__w-wt10_wc10.wav,planned
scale_low_short-rep03__t-sustain__d-cc024__s-dense__w-wt10_wc10,model,VIOLET,sweep_dense,dense,scale_low_short,scale,low,short,sustain,36,cc024,24,24,,1776227664234867855,20260826,scale_low_short-rep03,3,1.0,1.0,,False,0.75,data/midi/sweep/dense/scale_low_short-rep03__t-sustain__d-cc024__s-dense__w-wt10_wc10.mid,data/model_audio/sweep/scale_low_short-rep03__t-sustain__d-cc024__s-dense__w-wt10_wc10.wav,planned
scale_low_short-rep04__t-sustain__d-cc024__s-dense__w-wt10_wc10,model,VIOLET,sweep_dense,dense,scale_low_short,scale,low,short,sustain,36,cc024,24,24,,3908447290816359123,20260826,scale_low_short-rep04,4,1.0,1.0,,False,0.75,data/midi/sweep/dense/scale_low_short-rep04__t-sustain__d-cc024__s-dense__w-wt10_wc10.mid,data/model_audio/sweep/scale_low_short-rep04__t-sustain__d-cc024__s-dense__w-wt10_wc10.wav,planned
scale_low_short-rep05__t-sustain__d-cc024__s-dense__w-wt10_wc10,model,VIOLET,sweep_dense,dense,scale_low_short,scale,low,short,sustain,36,cc024,24,24,,5165478884404604096,20260826,scale_low_short-rep05,5,1.0,1.0,,False,0.75,data/midi/sweep/dense/scale_low_short-rep05__t-sustain__d-cc024__s-dense__w-wt10_wc10.mid,data/model_audio/sweep/scale_low_short-rep05__t-sustain__d-cc024__s-dense__w-wt10_wc10.wav,planned
scale_low_short-rep06__t-sustain__d-cc024__s-dense__w-wt10_wc10,model,VIOLET,sweep_dense,dense,scale_low_short,scale,low,short,sustain,36,cc024,24,24,,6567249385283483688,20260826,scale_low_short-rep06,6,1.0,1.0,,False,0.75,data/midi/sweep/dense/scale_low_short-rep06__t-sustain__d-cc024__s-dense__w-wt10_wc10.mid,data/model_audio/sweep/scale_low_short-rep06__t-sustain__d-cc024__s-dense__w-wt10_wc10.wav,planned
scale_low_short-rep07__t-sustain__d-cc024__s-dense__w-wt10_wc10,model,VIOLET,sweep_dense,dense,scale_low_short,scale,low,short,sustain,36,cc024,24,24,,8395115410064375890,20260826,scale_low_short-rep07,7,1.0,1.0,,False,0.75,data/midi/sweep/dense/scale_low_short-rep07__t-sustain__d-cc024__s-dense__w-wt10_wc10.mid,data/model_audio/sweep/scale_low_short-rep07__t-sustain__d-cc024__s-dense__w-wt10_wc10.wav,planned
scale_low_short-rep08__t-sustain__d-cc024__s-dense__w-wt10_wc10,model,VIOLET,sweep_dense,dense,scale_low_short,scale,low,short,sustain,36,cc024,24,24,,8673968264496496026,20260826,scale_low_short-rep08,8,1.0,1.0,,False,0.75,data/midi/sweep/dense/scale_low_short-rep08__t-sustain__d-cc024__s-dense__w-wt10_wc10.mid,data/model_audio/sweep/scale_low_short-rep08__t-sustain__d-cc024__s-dense__w-wt10_wc10.wav,planned
scale_low_short-rep01__t-sustain__d-cc040__s-dense__w-wt10_wc10,model,VIOLET,sweep_dense,dense,scale_low_short,scale,low,short,sustain,36,cc040,40,40,,1540142329220636304,20260826,scale_low_short-rep01,1,1.0,1.0,,False,0.75,data/midi/sweep/dense/scale_low_short-rep01__t-sustain__d-cc040__s-dense__w-wt10_wc10.mid,data/model_audio/sweep/scale_low_short-rep01__t-sustain__d-cc040__s-dense__w-wt10_wc10.wav,planned
scale_low_short-rep02__t-sustain__d-cc040__s-dense__w-wt10_wc10,model,VIOLET,sweep_dense,dense,scale_low_short,scale,low,short,sustain,36,cc040,40,40,,3171165002728231846,20260826,scale_low_short-rep02,2,1.0,1.0,,False,0.75,data/midi/sweep/dense/scale_low_short-rep02__t-sustain__d-cc040__s-dense__w-wt10_wc10.mid,data/model_audio/sweep/scale_low_short-rep02__t-sustain__d-cc040__s-dense__w-wt10_wc10.wav,planned
scale_low_short-rep03__t-sustain__d-cc040__s-dense__w-wt10_wc10,model,VIOLET,sweep_dense,dense,scale_low_short,scale,low,short,sustain,36,cc040,40,40,,1776227664234867855,20260826,scale_low_short-rep03,3,1.0,1.0,,False,0.75,data/midi/sweep/dense/scale_low_short-rep03__t-sustain__d-cc040__s-dense__w-wt10_wc10.mid,data/model_audio/sweep/scale_low_short-rep03__t-sustain__d-cc040__s-dense__w-wt10_wc10.wav,planned
scale_low_short-rep04__t-sustain__d-cc040__s-dense__w-wt10_wc10,model,VIOLET,sweep_dense,dense,scale_low_short,scale,low,short,sustain,36,cc040,40,40,,3908447290816359123,20260826,scale_low_short-rep04,4,1.0,1.0,,False,0.75,data/midi/sweep/dense/scale_low_short-rep04__t-sustain__d-cc040__s-dense__w-wt10_wc10.mid,data/model_audio/sweep/scale_low_short-rep04__t-sustain__d-cc040__s-dense__w-wt10_wc10.wav,planned
scale_low_short-rep05__t-sustain__d-cc040__s-dense__w-wt10_wc10,model,VIOLET,sweep_dense,dense,scale_low_short,scale,low,short,sustain,36,cc040,40,40,,5165478884404604096,20260826,scale_low_short-rep05,5,1.0,1.0,,False,0.75,data/midi/sweep/dense/scale_low_short-rep05__t-sustain__d-cc040__s-dense__w-wt10_wc10.mid,data/model_audio/sweep/scale_low_short-rep05__t-sustain__d-cc040__s-dense__w-wt10_wc10.wav,planned
scale_low_short-rep06__t-sustain__d-cc040__s-dense__w-wt10_wc10,model,VIOLET,sweep_dense,dense,scale_low_short,scale,low,short,sustain,36,cc040,40,40,,6567249385283483688,20260826,scale_low_short-rep06,6,1.0,1.0,,False,0.75,data/midi/sweep/dense/scale_low_short-rep06__t-sustain__d-cc040__s-dense__w-wt10_wc10.mid,data/model_audio/sweep/scale_low_short-rep06__t-sustain__d-cc040__s-dense__w-wt10_wc10.wav,planned
scale_low_short-rep07__t-sustain__d-cc040__s-dense__w-wt10_wc10,model,VIOLET,sweep_dense,dense,scale_low_short,scale,low,short,sustain,36,cc040,40,40,,8395115410064375890,20260826,scale_low_short-rep07,7,1.0,1.0,,False,0.75,data/midi/sweep/dense/scale_low_short-rep07__t-sustain__d-cc040__s-dense__w-wt10_wc10.mid,data/model_audio/sweep/scale_low_short-rep07__t-sustain__d-cc040__s-dense__w-wt10_wc10.wav,planned
scale_low_short-rep08__t-sustain__d-cc040__s-dense__w-wt10_wc10,model,VIOLET,sweep_dense,dense,scale_low_short,scale,low,short,sustain,36,cc040,40,40,,8673968264496496026,20260826,scale_low_short-rep08,8,1.0,1.0,,False,0.75,data/midi/sweep/dense/scale_low_short-rep08__t-sustain__d-cc040__s-dense__w-wt10_wc10.mid,data/model_audio/sweep/scale_low_short-rep08__t-sustain__d-cc040__s-dense__w-wt10_wc10.wav,planned
scale_low_short-rep01__t-sustain__d-cc056__s-dense__w-wt10_wc10,model,VIOLET,sweep_dense,dense,scale_low_short,scale,low,short,sustain,36,cc056,56,56,,1540142329220636304,20260826,scale_low_short-rep01,1,1.0,1.0,,False,0.75,data/midi/sweep/dense/scale_low_short-rep01__t-sustain__d-cc056__s-dense__w-wt10_wc10.mid,data/model_audio/sweep/scale_low_short-rep01__t-sustain__d-cc056__s-dense__w-wt10_wc10.wav,planned
scale_low_short-rep02__t-sustain__d-cc056__s-dense__w-wt10_wc10,model,VIOLET,sweep_dense,dense,scale_low_short,scale,low,short,sustain,36,cc056,56,56,,3171165002728231846,20260826,scale_low_short-rep02,2,1.0,1.0,,False,0.75,data/midi/sweep/dense/scale_low_short-rep02__t-sustain__d-cc056__s-dense__w-wt10_wc10.mid,data/model_audio/sweep/scale_low_short-rep02__t-sustain__d-cc056__s-dense__w-wt10_wc10.wav,planned
scale_low_short-rep03__t-sustain__d-cc056__s-dense__w-wt10_wc10,model,VIOLET,sweep_dense,dense,scale_low_short,scale,low,short,sustain,36,cc056,56,56,,1776227664234867855,20260826,scale_low_short-rep03,3,1.0,1.0,,False,0.75,data/midi/sweep/dense/scale_low_short-rep03__t-sustain__d-cc056__s-dense__w-wt10_wc10.mid,data/model_audio/sweep/scale_low_short-rep03__t-sustain__d-cc056__s-dense__w-wt10_wc10.wav,planned
scale_low_short-rep04__t-sustain__d-cc056__s-dense__w-wt10_wc10,model,VIOLET,sweep_dense,dense,scale_low_short,scale,low,short,sustain,36,cc056,56,56,,3908447290816359123,20260826,scale_low_short-rep04,4,1.0,1.0,,False,0.75,data/midi/sweep/dense/scale_low_short-rep04__t-sustain__d-cc056__s-dense__w-wt10_wc10.mid,data/model_audio/sweep/scale_low_short-rep04__t-sustain__d-cc056__s-dense__w-wt10_wc10.wav,planned
scale_low_short-rep05__t-sustain__d-cc056__s-dense__w-wt10_wc10,model,VIOLET,sweep_dense,dense,scale_low_short,scale,low,short,sustain,36,cc056,56,56,,5165478884404604096,20260826,scale_low_short-rep05,5,1.0,1.0,,False,0.75,data/midi/sweep/dense/scale_low_short-rep05__t-sustain__d-cc056__s-dense__w-wt10_wc10.mid,data/model_audio/sweep/scale_low_short-rep05__t-sustain__d-cc056__s-dense__w-wt10_wc10.wav,planned
scale_low_short-rep06__t-sustain__d-cc056__s-dense__w-wt10_wc10,model,VIOLET,sweep_dense,dense,scale_low_short,scale,low,short,sustain,36,cc056,56,56,,6567249385283483688,20260826,scale_low_short-rep06,6,1.0,1.0,,False,0.75,data/midi/sweep/dense/scale_low_short-rep06__t-sustain__d-cc056__s-dense__w-wt10_wc10.mid,data/model_audio/sweep/scale_low_short-rep06__t-sustain__d-cc056__s-dense__w-wt10_wc10.wav,planned
scale_low_short-rep07__t-sustain__d-cc056__s-dense__w-wt10_wc10,model,VIOLET,sweep_dense,dense,scale_low_short,scale,low,short,sustain,36,cc056,56,56,,8395115410064375890,20260826,scale_low_short-rep07,7,1.0,1.0,,False,0.75,data/midi/sweep/dense/scale_low_short-rep07__t-sustain__d-cc056__s-dense__w-wt10_wc10.mid,data/model_audio/sweep/scale_low_short-rep07__t-sustain__d-cc056__s-dense__w-wt10_wc10.wav,planned
scale_low_short-rep08__t-sustain__d-cc056__s-dense__w-wt10_wc10,model,VIOLET,sweep_dense,dense,scale_low_short,scale,low,short,sustain,36,cc056,56,56,,8673968264496496026,20260826,scale_low_short-rep08,8,1.0,1.0,,False,0.75,data/midi/sweep/dense/scale_low_short-rep08__t-sustain__d-cc056__s-dense__w-wt10_wc10.mid,data/model_audio/sweep/scale_low_short-rep08__t-sustain__d-cc056__s-dense__w-wt10_wc10.wav,planned
scale_low_short-rep01__t-sustain__d-cc064__s-dense__w-wt10_wc10,model,VIOLET,sweep_dense,dense,scale_low_short,scale,low,short,sustain,36,cc064,64,64,,1540142329220636304,20260826,scale_low_short-rep01,1,1.0,1.0,,False,0.75,data/midi/sweep/dense/scale_low_short-rep01__t-sustain__d-cc064__s-dense__w-wt10_wc10.mid,data/model_audio/sweep/scale_low_short-rep01__t-sustain__d-cc064__s-dense__w-wt10_wc10.wav,planned
scale_low_short-rep02__t-sustain__d-cc064__s-dense__w-wt10_wc10,model,VIOLET,sweep_dense,dense,scale_low_short,scale,low,short,sustain,36,cc064,64,64,,3171165002728231846,20260826,scale_low_short-rep02,2,1.0,1.0,,False,0.75,data/midi/sweep/dense/scale_low_short-rep02__t-sustain__d-cc064__s-dense__w-wt10_wc10.mid,data/model_audio/sweep/scale_low_short-rep02__t-sustain__d-cc064__s-dense__w-wt10_wc10.wav,planned
scale_low_short-rep03__t-sustain__d-cc064__s-dense__w-wt10_wc10,model,VIOLET,sweep_dense,dense,scale_low_short,scale,low,short,sustain,36,cc064,64,64,,1776227664234867855,20260826,scale_low_short-rep03,3,1.0,1.0,,False,0.75,data/midi/sweep/dense/scale_low_short-rep03__t-sustain__d-cc064__s-dense__w-wt10_wc10.mid,data/model_audio/sweep/scale_low_short-rep03__t-sustain__d-cc064__s-dense__w-wt10_wc10.wav,planned
scale_low_short-rep04__t-sustain__d-cc064__s-dense__w-wt10_wc10,model,VIOLET,sweep_dense,dense,scale_low_short,scale,low,short,sustain,36,cc064,64,64,,3908447290816359123,20260826,scale_low_short-rep04,4,1.0,1.0,,False,0.75,data/midi/sweep/dense/scale_low_short-rep04__t-sustain__d-cc064__s-dense__w-wt10_wc10.mid,data/model_audio/sweep/scale_low_short-rep04__t-sustain__d-cc064__s-dense__w-wt10_wc10.wav,planned
scale_low_short-rep05__t-sustain__d-cc064__s-dense__w-wt10_wc10,model,VIOLET,sweep_dense,dense,scale_low_short,scale,low,short,sustain,36,cc064,64,64,,5165478884404604096,20260826,scale_low_short-rep05,5,1.0,1.0,,False,0.75,data/midi/sweep/dense/scale_low_short-rep05__t-sustain__d-cc064__s-dense__w-wt10_wc10.mid,data/model_audio/sweep/scale_low_short-rep05__t-sustain__d-cc064__s-dense__w-wt10_wc10.wav,planned
scale_low_short-rep06__t-sustain__d-cc064__s-dense__w-wt10_wc10,model,VIOLET,sweep_dense,dense,scale_low_short,scale,low,short,sustain,36,cc064,64,64,,6567249385283483688,20260826,scale_low_short-rep06,6,1.0,1.0,,False,0.75,data/midi/sweep/dense/scale_low_short-rep06__t-sustain__d-cc064__s-dense__w-wt10_wc10.mid,data/model_audio/sweep/scale_low_short-rep06__t-sustain__d-cc064__s-dense__w-wt10_wc10.wav,planned
scale_low_short-rep07__t-sustain__d-cc064__s-dense__w-wt10_wc10,model,VIOLET,sweep_dense,dense,scale_low_short,scale,low,short,sustain,36,cc064,64,64,,8395115410064375890,20260826,scale_low_short-rep07,7,1.0,1.0,,False,0.75,data/midi/sweep/dense/scale_low_short-rep07__t-sustain__d-cc064__s-dense__w-wt10_wc10.mid,data/model_audio/sweep/scale_low_short-rep07__t-sustain__d-cc064__s-dense__w-wt10_wc10.wav,planned
