clip_id,source,model,profile,prompt_id,pattern,register,technique,analysis_tier,technique_keyswitch,dynamic_label,cc1_initial,cc1_final,branch_offset_s,seed,base_seed,noise_group,replicate,w_tech,w_cc,sampling_steps,reference_midi,single_pitch,note_onset_s,midi_path,audio_path,status
delayed_A4-rep03__t-sustain__d-f__p-delayed,model,VIOLET,delayed,delayed_A4,delayed_long,mid,sustain,real_counterfactual_primary,36,f,64,96,0.25,3925405075721609750,20260826,delayed_A4-rep03,3,1.0,1.0,30,69,True,0.75,data/midi/full/model/delayed_A4-rep03__t-sustain__d-f__p-delayed.mid,data/model_audio/delayed_A4-rep03__t-sustain__d-f__p-delayed.wav,planned
delayed_A4-rep04__t-sustain__d-f__p-delayed,model,VIOLET,delayed,delayed_A4,delayed_long,mid,sustain,real_counterfactual_primary,36,f,64,96,0.25,1122875870043435323,20260826,delayed_A4-rep04,4,1.0,1.0,30,69,True,0.75,data/midi/full/model/delayed_A4-rep04__t-sustain__d-f__p-delayed.mid,data/model_audio/delayed_A4-rep04__t-sustain__d-f__p-delayed.wav,planned
delayed_A4-rep05__t-sustain__d-f__p-delayed,model,VIOLET,delayed,delayed_A4,delayed_long,mid,sustain,real_counterfactual_primary,36,f,64,96,0.25,1112175503204569509,20260826,delayed_A4-rep05,5,1.0,1.0,30,69,True,0.75,data/midi/full/model/delayed_A4-rep05__t-sustain__d-f__p-delayed.mid,data/model_audio/delayed_A4-rep05__t-sustain__d-f__p-delayed.wav,planned
delayed_A4-rep06__t-sustain__d-f__p-delayed,model,VIOLET,delayed,delayed_A4,delayed_long,mid,sustain,real_counterfactual_primary,36,f,64,96,0.25,4555760592098848701,20260826,delayed_A4-rep06,6,1.0,1.0,30,69,True,0.75,data/midi/full/model/delayed_A4-rep06__t-sustain__d-f__p-delayed.mid,data/model_audio/delayed_A4-rep06__t-sustain__d-f__p-delayed.wav,planned
delayed_A4-rep07__t-sustain__d-f__p-delayed,model,VIOLET,delayed,delayed_A4,delayed_long,mid,sustain,real_counterfactual_primary,36,f,64,96,0.25,5302751430512699984,20260826,delayed_A4-rep07,7,1.0,1.0,30,69,True,0.75,data/midi/full/model/delayed_A4-rep07__t-sustain__d-f__p-delayed.mid,data/model_audio/delayed_A4-rep07__t-sustain__d-f__p-delayed.wav,planned
delayed_A4-rep08__t-sustain__d-f__p-delayed,model,VIOLET,delayed,delayed_A4,delayed_long,mid,sustain,real_counterfactual_primary,36,f,64,96,0.25,6445859841756359442,20260826,delayed_A4-rep08,8,1.0,1.0,30,69,True,0.75,data/midi/full/model/delayed_A4-rep08__t-sustain__d-f__p-delayed.mid,data/model_audio/delayed_A4-rep08__t-sustain__d-f__p-delayed.wav,planned
delayed_A4-rep09__t-sustain__d-f__p-delayed,model,VIOLET,delayed,delayed_A4,delayed_long,mid,sustain,real_counterfactual_primary,36,f,64,96,0.25,2434380977053905002,20260826,delayed_A4-rep09,9,1.0,1.0,30,69,True,0.75,data/midi/full/model/delayed_A4-rep09__t-sustain__d-f__p-delayed.mid,data/model_audio/delayed_A4-rep09__t-sustain__d-f__p-delayed.wav,planned
delayed_A4-rep10__t-sustain__d-f__p-delayed,model,VIOLET,delayed,delayed_A4,delayed_long,mid,sustain,real_counterfactual_primary,36,f,64,96,0.25,2928115516647205056,20260826,delayed_A4-rep10,10,1.0,1.0,30,69,True,0.75,data/midi/full/model/delayed_A4-rep10__t-sustain__d-f__p-delayed.mid,data/model_audio/delayed_A4-rep10__t-sustain__d-f__p-delayed.wav,planned
delayed_A4-rep11__t-sustain__d-f__p-delayed,model,VIOLET,delayed,delayed_A4,delayed_long,mid,sustain,real_counterfactual_primary,36,f,64,96,0.25,3339178025861988097,20260826,delayed_A4-rep11,11,1.0,1.0,30,69,True,0.75,data/midi/full/model/delayed_A4-rep11__t-sustain__d-f__p-delayed.mid,data/model_audio/delayed_A4-rep11__t-sustain__d-f__p-delayed.wav,planned
delayed_A4-rep12__t-sustain__d-f__p-delayed,model,VIOLET,delayed,delayed_A4,delayed_long,mid,sustain,real_counterfactual_primary,36,f,64,96,0.25,8428898536799126143,20260826,delayed_A4-rep12,12,1.0,1.0,30,69,True,0.75,data/midi/full/model/delayed_A4-rep12__t-sustain__d-f__p-delayed.mid,data/model_audio/delayed_A4-rep12__t-sustain__d-f__p-delayed.wav,planned
delayed_A4-rep13__t-sustain__d-f__p-delayed,model,VIOLET,delayed,delayed_A4,delayed_long,mid,sustain,real_counterfactual_primary,36,f,64,96,0.25,9166753952152848837,20260826,delayed_A4-rep13,13,1.0,1.0,30,69,True,0.75,data/midi/full/model/delayed_A4-rep13__t-sustain__d-f__p-delayed.mid,data/model_audio/delayed_A4-rep13__t-sustain__d-f__p-delayed.wav,planned
delayed_A4-rep14__t-sustain__d-f__p-delayed,model,VIOLET,delayed,delayed_A4,delayed_long,mid,sustain,real_counterfactual_primary,36,f,64,96,0.25,2419087883625035138,20260826,delayed_A4-rep14,14,1.0,1.0,30,69,True,0.75,data/midi/full/model/delayed_A4-rep14__t-sustain__d-f__p-delayed.mid,data/model_audio/delayed_A4-rep14__t-sustain__d-f__p-delayed.wav,planned
delayed_A4-rep15__t-sustain__d-f__p-delayed,model,VIOLET,delayed,delayed_A4,delayed_long,mid,sustain,real_counterfactual_primary,36,f,64,96,0.25,4288042824689331603,20260826,delayed_A4-rep15,15,1.0,1.0,30,69,True,0.75,data/midi/full/model/delayed_A4-rep15__t-sustain__d-f__p-delayed.mid,data/model_audio/delayed_A4-rep15__t-sustain__d-f__p-delayed.wav,planned
delayed_A4-rep16__t-sustain__d-f__p-delayed,model,VIOLET,delayed,delayed_A4,delayed_long,mid,sustain,real_counterfactual_primary,36,f,64,96,0.25,7347095119978443351,20260826,delayed_A4-rep16,16,1.0,1.0,30,69,True,0.75,data/midi/full/model/delayed_A4-rep16__t-sustain__d-f__p-delayed.mid,data/model_audio/delayed_A4-rep16__t-sustain__d-f__p-delayed.wav,planned
delayed_A4-rep17__t-sustain__d-f__p-delayed,model,VIOLET,delayed,delayed_A4,delayed_long,mid,sustain,real_counterfactual_primary,36,f,64,96,0.25,2116374688859014501,20260826,delayed_A4-rep17,17,1.0,1.0,30,69,True,0.75,data/midi/full/model/delayed_A4-rep17__t-sustain__d-f__p-delayed.mid,data/model_audio/delayed_A4-rep17__t-sustain__d-f__p-delayed.wav,planned
delayed_A4-rep18__t-sustain__d-f__p-delayed,model,VIOLET,delayed,delayed_A4,delayed_long,mid,sustain,real_counterfactual_primary,36,f,64,96,0.25,5820146546016075091,20260826,delayed_A4-rep18,18,1.0,1.0,30,69,True,0.75,data/midi/full/model/delayed_A4-rep18__t-sustain__d-f__p-delayed.mid,data/model_audio/delayed_A4-rep18__t-sustain__d-f__p-delayed.wav,planned
delayed_A4-rep19__t-sustain__d-f__p-delayed,model,VIOLET,delayed,delayed_A4,delayed_long,mid,sustain,real_counterfactual_primary,36,f,64,96,0.25,5368701905023359032,20260826,delayed_A4-rep19,19,1.0,1.0,30,69,True,0.75,data/midi/full/model/delayed_A4-rep19__t-sustain__d-f__p-delayed.mid,data/model_audio/delayed_A4-rep19__t-sustain__d-f__p-delayed.wav,planned
delayed_A4-rep20__t-sustain__d-f__p-delayed,model,VIOLET,delayed,delayed_A4,delayed_long,mid,sustain,real_counterfactual_primary,36,f,64,96,0.25,6249425818252702713,20260826,delayed_A4-rep20,20,1.0,1.0,30,69,True,0.75,data/midi/full/model/delayed_A4-rep20__t-sustain__d-f__p-delayed.mid,data/model_audio/delayed_A4-rep20__t-sustain__d-f__p-delayed.wav,planned
delayed_A4-rep21__t-sustain__d-f__p-delayed,model,VIOLET,delayed,delayed_A4,delayed_long,mid,sustain,real_counterfactual_primary,36,f,64,96,0.25,5425597062437563299,20260826,delayed_A4-rep21,21,1.0,1.0,30,69,True,0.75,data/midi/full/model/delayed_A4-rep21__t-sustain__d-f__p-delayed.mid,data/model_audio/delayed_A4-rep21__t-sustain__d-f__p-delayed.wav,planned
delayed_A4-rep22__t-sustain__d-f__p-delayed,model,VIOLET,delayed,delayed_A4,delayed_long,mid,sustain,real_counterfactual_primary,36,f,64,96,0.25,5752231289775985879,20260826,delayed_A4-rep22,22,1.0,1.0,30,69,True,0.75,data/midi/full/model/delayed_A4-rep22__t-sustain__d-f__p-delayed.mid,data/model_audio/delayed_A4-rep22__t-sustain__d-f__p-delayed.wav,planned
delayed_A4-rep23__t-sustain__d-f__p-delayed,model,VIOLET,delayed,delayed_A4,delayed_long,mid,sustain,real_counterfactual_primary,36,f,64,96,0.25,652586228768535770,20260826,delayed_A4-rep23,23,1.0,1.0,30,69,True,0.75,data/midi/full/model/delayed_A4-rep23__t-sustain__d-f__p-delayed.mid,data/model_audio/delayed_A4-rep23__t-sustain__d-f__p-delayed.wav,planned
delayed_A4-rep24__t-sustain__d-f__p-delayed,model,VIOLET,delayed,delayed_A4,delayed_long,mid,sustain,real_counterfactual_primary,36,f,64,96,0.25,8066603352303716637,20260826,delayed_A4-rep24,24,1.0,1.0,30,69,True,0.75,data/midi/full/model/delayed_A4-rep24__t-sustain__d-f__p-delayed.mid,data/model_audio/delayed_A4-rep24__t-sustain__d-f__p-delayed.wav,planned
delayed_A4-rep25__t-sustain__d-f__p-delayed,model,VIOLET,delayed,delayed_A4,delayed_long,mid,sustain,real_counterfactual_primary,36,f,64,96,0.25,2052950902197659718,20260826,delayed_A4-rep25,25,1.0,1.0,30,69,True,0.75,data/midi/full/model/delayed_A4-rep25__t-sustain__d-f__p-delayed.mid,data/model_audio/delayed_A4-rep25__t-sustain__d-f__p-delayed.wav,planned
delayed_A4-rep26__t-sustain__d-f__p-delayed,model,VIOLET,delayed,delayed_A4,delayed_long,mid,sustain,real_counterfactual_primary,36,f,64,96,0.25,3545992884984575901,20260826,delayed_A4-rep26,26,1.0,1.0,30,69,True,0.75,data/midi/full/model/delayed_A4-rep26__t-sustain__d-f__p-delayed.mid,data/model_audio/delayed_A4-rep26__t-sustain__d-f__p-delayed.wav,planned
delayed_A4-rep27__t-sustain__d-f__p-delayed,model,VIOLET,delayed,delayed_A4,delayed_long,mid,sustain,real_counterfactual_primary,36,f,64,96,0.25,1276219357058287132,20260826,delayed_A4-rep27,27,1.0,1.0,30,69,True,0.75,data/midi/full/model/delayed_A4-rep27__t-sustain__d-f__p-delayed.mid,data/model_audio/delayed_A4-rep27__t-sustain__d-f__p-delayed.wav,planned
delayed_A4-rep28__t-sustain__d-f__p-delayed,model,VIOLET,delayed,delayed_A4,delayed_long,mid,sustain,real_counterfactual_primary,36,f,64,96,0.25,4619690472480092077,20260826,delayed_A4-rep28,28,1.0,1.0,30,69,True,0.75,data/midi/full/model/delayed_A4-rep28__t-sustain__d-f__p-delayed.mid,data/model_audio/delayed_A4-rep28__t-sustain__d-f__p-delayed.wav,planned
delayed_A4-rep29__t-sustain__d-f__p-delayed,model,VIOLET,delayed,delayed_A4,delayed_long,mid,sustain,real_counterfactual_primary,36,f,64,96,0.25,8048517107643771781,20260826,delayed_A4-rep29,29,1.0,1.0,30,69,True,0.75,data/midi/full/model/delayed_A4-rep29__t-sustain__d-f__p-delayed.mid,data/model_audio/delayed_A4-rep29__t-sustain__d-f__p-delayed.wav,planned
delayed_A4-rep30__t-sustain__d-f__p-delayed,model,VIOLET,delayed,delayed_A4,delayed_long,mid,sustain,real_counterfactual_primary,36,f,64,96,0.25,2816261097352791513,20260826,delayed_A4-rep30,30,1.0,1.0,30,69,True,0.75,data/midi/full/model/delayed_A4-rep30__t-sustain__d-f__p-delayed.mid,data/model_audio/delayed_A4-rep30__t-sustain__d-f__p-delayed.wav,planned
delayed_A4-rep31__t-sustain__d-f__p-delayed,model,VIOLET,delayed,delayed_A4,delayed_long,mid,sustain,real_counterfactual_primary,36,f,64,96,0.25,6814630277426269803,20260826,delayed_A4-rep31,31,1.0,1.0,30,69,True,0.75,data/midi/full/model/delayed_A4-rep31__t-sustain__d-f__p-delayed.mid,data/model_audio/delayed_A4-rep31__t-sustain__d-f__p-delayed.wav,planned
delayed_A4-rep32__t-sustain__d-f__p-delayed,model,VIOLET,delayed,delayed_A4,delayed_long,mid,sustain,real_counterfactual_primary,36,f,64,96,0.25,1076643830678104512,20260826,delayed_A4-rep32,32,1.0,1.0,30,69,True,0.75,data/midi/full/model/delayed_A4-rep32__t-sustain__d-f__p-delayed.mid,data/model_audio/delayed_A4-rep32__t-sustain__d-f__p-delayed.wav,planned
delayed_A4-rep01__t-pizzicato__d-p__p-delayed,model,VIOLET,delayed,delayed_A4,delayed_long,mid,pizzicato,real_counterfactual_primary,43,p,64,32,0.25,4733810206955405609,20260826,delayed_A4-rep01,1,1.0,1.0,30,69,True,0.75,data/midi/full/model/delayed_A4-rep01__t-pizzicato__d-p__p-delayed.mid,data/model_audio/delayed_A4-rep01__t-pizzicato__d-p__p-delayed.wav,planned
delayed_A4-rep02__t-pizzicato__d-p__p-delayed,model,VIOLET,delayed,delayed_A4,delayed_long,mid,pizzicato,real_counterfactual_primary,43,p,64,32,0.25,8660567515732831821,20260826,delayed_A4-rep02,2,1.0,1.0,30,69,True,0.75,data/midi/full/model/delayed_A4-rep02__t-pizzicato__d-p__p-delayed.mid,data/model_audio/delayed_A4-rep02__t-pizzicato__d-p__p-delayed.wav,planned
delayed_A4-rep03__t-pizzicato__d-p__p-delayed,model,VIOLET,delayed,delayed_A4,delayed_long,mid,pizzicato,real_counterfactual_primary,43,p,64,32,0.25,3925405075721609750,20260826,delayed_A4-rep03,3,1.0,1.0,30,69,True,0.75,data/midi/full/model/delayed_A4-rep03__t-pizzicato__d-p__p-delayed.mid,data/model_audio/delayed_A4-rep03__t-pizzicato__d-p__p-delayed.wav,planned
delayed_A4-rep04__t-pizzicato__d-p__p-delayed,model,VIOLET,delayed,delayed_A4,delayed_long,mid,pizzicato,real_counterfactual_primary,43,p,64,32,0.25,1122875870043435323,20260826,delayed_A4-rep04,4,1.0,1.0,30,69,True,0.75,data/midi/full/model/delayed_A4-rep04__t-pizzicato__d-p__p-delayed.mid,data/model_audio/delayed_A4-rep04__t-pizzicato__d-p__p-delayed.wav,planned
delayed_A4-rep05__t-pizzicato__d-p__p-delayed,model,VIOLET,delayed,delayed_A4,delayed_long,mid,pizzicato,real_counterfactual_primary,43,p,64,32,0.25,1112175503204569509,20260826,delayed_A4-rep05,5,1.0,1.0,30,69,True,0.75,data/midi/full/model/delayed_A4-rep05__t-pizzicato__d-p__p-delayed.mid,data/model_audio/delayed_A4-rep05__t-pizzicato__d-p__p-delayed.wav,planned
delayed_A4-rep06__t-pizzicato__d-p__p-delayed,model,VIOLET,delayed,delayed_A4,delayed_long,mid,pizzicato,real_counterfactual_primary,43,p,64,32,0.25,4555760592098848701,20260826,delayed_A4-rep06,6,1.0,1.0,30,69,True,0.75,data/midi/full/model/delayed_A4-rep06__t-pizzicato__d-p__p-delayed.mid,data/model_audio/delayed_A4-rep06__t-pizzicato__d-p__p-delayed.wav,planned
delayed_A4-rep07__t-pizzicato__d-p__p-delayed,model,VIOLET,delayed,delayed_A4,delayed_long,mid,pizzicato,real_counterfactual_primary,43,p,64,32,0.25,5302751430512699984,20260826,delayed_A4-rep07,7,1.0,1.0,30,69,True,0.75,data/midi/full/model/delayed_A4-rep07__t-pizzicato__d-p__p-delayed.mid,data/model_audio/delayed_A4-rep07__t-pizzicato__d-p__p-delayed.wav,planned
delayed_A4-rep08__t-pizzicato__d-p__p-delayed,model,VIOLET,delayed,delayed_A4,delayed_long,mid,pizzicato,real_counterfactual_primary,43,p,64,32,0.25,6445859841756359442,20260826,delayed_A4-rep08,8,1.0,1.0,30,69,True,0.75,data/midi/full/model/delayed_A4-rep08__t-pizzicato__d-p__p-delayed.mid,data/model_audio/delayed_A4-rep08__t-pizzicato__d-p__p-delayed.wav,planned
delayed_A4-rep09__t-pizzicato__d-p__p-delayed,model,VIOLET,delayed,delayed_A4,delayed_long,mid,pizzicato,real_counterfactual_primary,43,p,64,32,0.25,2434380977053905002,20260826,delayed_A4-rep09,9,1.0,1.0,30,69,True,0.75,data/midi/full/model/delayed_A4-rep09__t-pizzicato__d-p__p-delayed.mid,data/model_audio/delayed_A4-rep09__t-pizzicato__d-p__p-delayed.wav,planned
delayed_A4-rep10__t-pizzicato__d-p__p-delayed,model,VIOLET,delayed,delayed_A4,delayed_long,mid,pizzicato,real_counterfactual_primary,43,p,64,32,0.25,2928115516647205056,20260826,delayed_A4-rep10,10,1.0,1.0,30,69,True,0.75,data/midi/full/model/delayed_A4-rep10__t-pizzicato__d-p__p-delayed.mid,data/model_audio/delayed_A4-rep10__t-pizzicato__d-p__p-delayed.wav,planned
delayed_A4-rep11__t-pizzicato__d-p__p-delayed,model,VIOLET,delayed,delayed_A4,delayed_long,mid,pizzicato,real_counterfactual_primary,43,p,64,32,0.25,3339178025861988097,20260826,delayed_A4-rep11,11,1.0,1.0,30,69,True,0.75,data/midi/full/model/delayed_A4-rep11__t-pizzicato__d-p__p-delayed.mid,data/model_audio/delayed_A4-rep11__t-pizzicato__d-p__p-delayed.wav,planned
delayed_A4-rep12__t-pizzicato__d-p__p-delayed,model,VIOLET,delayed,delayed_A4,delayed_long,mid,pizzicato,real_counterfactual_primary,43,p,64,32,0.25,8428898536799126143,20260826,delayed_A4-rep12,12,1.0,1.0,30,69,True,0.75,data/midi/full/model/delayed_A4-rep12__t-pizzicato__d-p__p-delayed.mid,data/model_audio/delayed_A4-rep12__t-pizzicato__d-p__p-delayed.wav,planned
delayed_A4-rep13__t-pizzicato__d-p__p-delayed,model,VIOLET,delayed,delayed_A4,delayed_long,mid,pizzicato,real_counterfactual_primary,43,p,64,32,0.25,9166753952152848837,20260826,delayed_A4-rep13,13,1.0,1.0,30,69,True,0.75,data/midi/full/model/delayed_A4-rep13__t-pizzicato__d-p__p-delayed.mid,data/model_audio/delayed_A4-rep13__t-pizzicato__d-p__p-delayed.wav,planned
delayed_A4-rep14__t-pizzicato__d-p__p-delayed,model,VIOLET,delayed,delayed_A4,delayed_long,mid,pizzicato,real_counterfactual_primary,43,p,64,32,0.25,2419087883625035138,20260826,delayed_A4-rep14,14,1.0,1.0,30,69,True,0.75,data/midi/full/model/delayed_A4-rep14__t-pizzicato__d-p__p-delayed.mid,data/model_audio/delayed_A4-rep14__t-pizzicato__d-p__p-delayed.wav,planned
delayed_A4-rep15__t-pizzicato__d-p__p-delayed,model,VIOLET,delayed,delayed_A4,delayed_long,mid,pizzicato,real_counterfactual_primary,43,p,64,32,0.25,4288042824689331603,20260826,delayed_A4-rep15,15,1.0,1.0,30,69,True,0.75,data/midi/full/model/delayed_A4-rep15__t-pizzicato__d-p__p-delayed.mid,data/model_audio/delayed_A4-rep15__t-pizzicato__d-p__p-delayed.wav,planned
delayed_A4-rep16__t-pizzicato__d-p__p-delayed,model,VIOLET,delayed,delayed_A4,delayed_long,mid,pizzicato,real_counterfactual_primary,43,p,64,32,0.25,7347095119978443351,20260826,delayed_A4-rep16,16,1.0,1.0,30,69,True,0.75,data/midi/full/model/delayed_A4-rep16__t-pizzicato__d-p__p-delayed.mid,data/model_audio/delayed_A4-rep16__t-pizzicato__d-p__p-delayed.wav,planned
delayed_A4-rep17__t-pizzicato__d-p__p-delayed,model,VIOLET,delayed,delayed_A4,delayed_long,mid,pizzicato,real_counterfactual_primary,43,p,64,32,0.25,2116374688859014501,20260826,delayed_A4-rep17,17,1.0,1.0,30,69,True,0.75,data/midi/full/model/delayed_A4-rep17__t-pizzicato__d-p__p-delayed.mid,data/model_audio/delayed_A4-rep17__t-pizzicato__d-p__p-delayed.wav,planned
delayed_A4-rep18__t-pizzicato__d-p__p-delayed,model,VIOLET,delayed,delayed_A4,delayed_long,mid,pizzicato,real_counterfactual_primary,43,p,64,32,0.25,5820146546016075091,20260826,delayed_A4-rep18,18,1.0,1.0,30,69,True,0.75,data/midi/full/model/delayed_A4-rep18__t-pizzicato__d-p__p-delayed.mid,data/model_audio/delayed_A4-rep18__t-pizzicato__d-p__p-delayed.wav,planned
delayed_A4-rep19__t-pizzicato__d-p__p-delayed,model,VIOLET,delayed,delayed_A4,delayed_long,mid,pizzicato,real_counterfactual_primary,43,p,64,32,0.25,5368701905023359032,20260826,delayed_A4-rep19,19,1.0,1.0,30,69,True,0.75,data/midi/full/model/delayed_A4-rep19__t-pizzicato__d-p__p-delayed.mid,data/model_audio/delayed_A4-rep19__t-pizzicato__d-p__p-delayed.wav,planned
delayed_A4-rep20__t-pizzicato__d-p__p-delayed,model,VIOLET,delayed,delayed_A4,delayed_long,mid,pizzicato,real_counterfactual_primary,43,p,64,32,0.25,6249425818252702713,20260826,delayed_A4-rep20,20,1.0,1.0,30,69,True,0.75,data/midi/full/model/delayed_A4-rep20__t-pizzicato__d-p__p-delayed.mid,data/model_audio/delayed_A4-rep20__t-pizzicato__d-p__p-delayed.wav,planned
delayed_A4-rep21__t-pizzicato__d-p__p-delayed,model,VIOLET,delayed,delayed_A4,delayed_long,mid,pizzicato,real_counterfactual_primary,43,p,64,32,0.25,5425597062437563299,20260826,delayed_A4-rep21,21,1.0,1.0,30,69,True,0.75,data/midi/full/model/delayed_A4-rep21__t-pizzicato__d-p__p-delayed.mid,data/model_audio/delayed_A4-rep21__t-pizzicato__d-p__p-delayed.wav,planned
delayed_A4-rep22__t-pizzicato__d-p__p-delayed,model,VIOLET,delayed,delayed_A4,delayed_long,mid,pizzicato,real_counterfactual_primary,43,p,64,32,0.25,5752231289775985879,20260826,delayed_A4-rep22,22,1.0,1.0,30,69,True,0.75,data/midi/full/model/delayed_A4-rep22__t-pizzicato__d-p__p-delayed.mid,data/model_audio/delayed_A4-rep22__t-pizzicato__d-p__p-delayed.wav,planned
delayed_A4-rep23__t-pizzicato__d-p__p-delayed,model,VIOLET,delayed,delayed_A4,delayed_long,mid,pizzicato,real_counterfactual_primary,43,p,64,32,0.25,652586228768535770,20260826,delayed_A4-rep23,23,1.0,1.0,30,69,True,0.75,data/midi/full/model/delayed_A4-rep23__t-pizzicato__d-p__p-delayed.mid,data/model_audio/delayed_A4-rep23__t-pizzicato__d-p__p-delayed.wav,planned
delayed_A4-rep24__t-pizzicato__d-p__p-delayed,model,VIOLET,delayed,delayed_A4,delayed_long,mid,pizzicato,real_counterfactual_primary,43,p,64,32,0.25,8066603352303716637,20260826,delayed_A4-rep24,24,1.0,1.0,30,69,True,0.75,data/midi/full/model/delayed_A4-rep24__t-pizzicato__d-p__p-delayed.mid,data/model_audio/delayed_A4-rep24__t-pizzicato__d-p__p-delayed.wav,planned
delayed_A4-rep25__t-pizzicato__d-p__p-delayed,model,VIOLET,delayed,delayed_A4,delayed_long,mid,pizzicato,real_counterfactual_primary,43,p,64,32,0.25,2052950902197659718,20260826,delayed_A4-rep25,25,1.0,1.0,30,69,True,0.75,data/midi/full/model/delayed_A4-rep25__t-pizzicato__d-p__p-delayed.mid,data/model_audio/delayed_A4-rep25__t-pizzicato__d-p__p-delayed.wav,planned
delayed_A4-rep26__t-pizzicato__d-p__p-delayed,model,VIOLET,delayed,delayed_A4,delayed_long,mid,pizzicato,real_counterfactual_primary,43,p,64,32,0.25,3545992884984575901,20260826,delayed_A4-rep26,26,1.0,1.0,30,69,True,0.75,data/midi/full/model/delayed_A4-rep26__t-pizzicato__d-p__p-delayed.mid,data/model_audio/delayed_A4-rep26__t-pizzicato__d-p__p-delayed.wav,planned
delayed_A4-rep27__t-pizzicato__d-p__p-delayed,model,VIOLET,delayed,delayed_A4,delayed_long,mid,pizzicato,real_counterfactual_primary,43,p,64,32,0.25,1276219357058287132,20260826,delayed_A4-rep27,27,1.0,1.0,30,69,True,0.75,data/midi/full/model/delayed_A4-rep27__t-pizzicato__d-p__p-delayed.mid,data/model_audio/delayed_A4-rep27__t-pizzicato__d-p__p-delayed.wav,planned
delayed_A4-rep28__t-pizzicato__d-p__p-delayed,model,VIOLET,delayed,delayed_A4,delayed_long,mid,pizzicato,real_counterfactual_primary,43,p,64,32,0.25,4619690472480092077,20260826,delayed_A4-rep28,28,1.0,1.0,30,69,True,0.75,data/midi/full/model/delayed_A4-rep28__t-pizzicato__d-p__p-delayed.mid,data/model_audio/delayed_A4-rep28__t-pizzicato__d-p__p-delayed.wav,planned
delayed_A4-rep29__t-pizzicato__d-p__p-delayed,model,VIOLET,delayed,delayed_A4,delayed_long,mid,pizzicato,real_counterfactual_primary,43,p,64,32,0.25,8048517107643771781,20260826,delayed_A4-rep29,29,1.0,1.0,30,69,True,0.75,data/midi/full/model/delayed_A4-rep29__t-pizzicato__d-p__p-delayed.mid,data/model_audio/delayed_A4-rep29__t-pizzicato__d-p__p-delayed.wav,planned
delayed_A4-rep30__t-pizzicato__d-p__p-delayed,model,VIOLET,delayed,delayed_A4,delayed_long,mid,pizzicato,real_counterfactual_primary,43,p,64,32,0.25,2816261097352791513,20260826,delayed_A4-rep30,30,1.0,1.0,30,69,True,0.75,data/midi/full/model/delayed_A4-rep30__t-pizzicato__d-p__p-delayed.mid,data/model_audio/delayed_A4-rep30__t-pizzicato__d-p__p-delayed.wav,planned
delayed_A4-rep31__t-pizzicato__d-p__p-delayed,model,VIOLET,delayed,delayed_A4,delayed_long,mid,pizzicato,real_counterfactual_primary,43,p,64,32,0.25,6814630277426269803,20260826,delayed_A4-rep31,31,1.0,1.0,30,69,True,0.75,data/midi/full/model/delayed_A4-rep31__t-pizzicato__d-p__p-delayed.mid,data/model_audio/delayed_A4-rep31__t-pizzicato__d-p__p-delayed.wav,planned
delayed_A4-rep32__t-pizzicato__d-p__p-delayed,model,VIOLET,delayed,delayed_A4,delayed_long,mid,pizzicato,real_counterfactual_primary,43,p,64,32,0.25,1076643830678104512,20260826,delayed_A4-rep32,32,1.0,1.0,30,69,True,0.75,data/midi/full/model/delayed_A4-rep32__t-pizzicato__d-p__p-delayed.mid,data/model_audio/delayed_A4-rep32__t-pizzicato__d-p__p-delayed.wav,planned
delayed_A4-rep01__t-pizzicato__d-mf__p-delayed,model,VIOLET,delayed,delayed_A4,delayed_long,mid,pizzicato,real_counterfactual_primary,43,mf,64,64,0.25,4733810206955405609,20260826,delayed_A4-rep01,1,1.0,1.0,30,69,True,0.75,data/midi/full/model/delayed_A4-rep01__t-pizzicato__d-mf__p-delayed.mid,data/model_audio/delayed_A4-rep01__t-pizzicato__d-mf__p-delayed.wav,planned
delayed_A4-rep02__t-pizzicato__d-mf__p-delayed,model,VIOLET,delayed,delayed_A4,delayed_long,mid,pizzicato,real_counterfactual_primary,43,mf,64,64,0.25,8660567515732831821,20260826,delayed_A4-rep02,2,1.0,1.0,30,69,True,0.75,data/midi/full/model/delayed_A4-rep02__t-pizzicato__d-mf__p-delayed.mid,data/model_audio/delayed_A4-rep02__t-pizzicato__d-mf__p-delayed.wav,planned
delayed_A4-rep03__t-pizzicato__d-mf__p-delayed,model,VIOLET,delayed,delayed_A4,delayed_long,mid,pizzicato,real_counterfactual_primary,43,mf,64,64,0.25,3925405075721609750,20260826,delayed_A4-rep03,3,1.0,1.0,30,69,True,0.75,data/midi/full/model/delayed_A4-rep03__t-pizzicato__d-mf__p-delayed.mid,data/model_audio/delayed_A4-rep03__t-pizzicato__d-mf__p-delayed.wav,planned
delayed_A4-rep04__t-pizzicato__d-mf__p-delayed,model,VIOLET,delayed,delayed_A4,delayed_long,mid,pizzicato,real_counterfactual_primary,43,mf,64,64,0.25,1122875870043435323,20260826,delayed_A4-rep04,4,1.0,1.0,30,69,True,0.75,data/midi/full/model/delayed_A4-rep04__t-pizzicato__d-mf__p-delayed.mid,data/model_audio/delayed_A4-rep04__t-pizzicato__d-mf__p-delayed.wav,planned
