clip_id,source,model,profile,prompt_id,pattern,register,technique,analysis_tier,technique_keyswitch,dynamic_label,cc1_initial,cc1_final,branch_offset_s,violin_id,performer_id,take,replicate,reference_midi,single_pitch,note_onset_s,midi_path,audio_path,raw_audio_path,status,recording_order
r__long_high__t-sustain__d-f__p-constant__v-V1__take01,real,real_violin,constant,long_high,long,high,sustain,real_counterfactual_primary,36,f,96,96,,V1,P1,1,1,81.0,True,0.75,data/midi/full/reference/ref__long_high__t-sustain__d-f__p-constant.mid,data/real_48k/r__long_high__t-sustain__d-f__p-constant__v-V1__take01.wav,data/real_raw/r__long_high__t-sustain__d-f__p-constant__v-V1__take01.wav,planned,158
r__scale_high__t-staccato__d-p__p-constant__v-V1__take02,real,real_violin,constant,scale_high,scale,high,staccato,real_counterfactual_primary,40,p,32,32,,V1,P1,2,2,,False,0.75,data/midi/full/reference/ref__scale_high__t-staccato__d-p__p-constant.mid,data/real_48k/r__scale_high__t-staccato__d-p__p-constant__v-V1__take02.wav,data/real_raw/r__scale_high__t-staccato__d-p__p-constant__v-V1__take02.wav,planned,159
r__repeat_low__t-legato_slur__d-p__p-constant__v-V3__take02,real,real_violin,constant,repeat_low,repeat,low,legato_slur,real_counterfactual_primary,49,p,32,32,,V3,P1,2,2,62.0,True,0.75,data/midi/full/reference/ref__repeat_low__t-legato_slur__d-p__p-constant.mid,data/real_48k/r__repeat_low__t-legato_slur__d-p__p-constant__v-V3__take02.wav,data/real_raw/r__repeat_low__t-legato_slur__d-p__p-constant__v-V3__take02.wav,planned,160
r__leap_low__t-sustain__d-mf__p-constant__v-V2__take02,real,real_violin,constant,leap_low,leap,low,sustain,real_counterfactual_primary,36,mf,64,64,,V2,P1,2,2,,False,0.75,data/midi/full/reference/ref__leap_low__t-sustain__d-mf__p-constant.mid,data/real_48k/r__leap_low__t-sustain__d-mf__p-constant__v-V2__take02.wav,data/real_raw/r__leap_low__t-sustain__d-mf__p-constant__v-V2__take02.wav,planned,161
r__long_mid__t-sustain__d-f__p-constant__v-V3__take02,real,real_violin,constant,long_mid,long,mid,sustain,real_counterfactual_primary,36,f,96,96,,V3,P1,2,2,69.0,True,0.75,data/midi/full/reference/ref__long_mid__t-sustain__d-f__p-constant.mid,data/real_48k/r__long_mid__t-sustain__d-f__p-constant__v-V3__take02.wav,data/real_raw/r__long_mid__t-sustain__d-f__p-constant__v-V3__take02.wav,planned,162
r__long_mid__t-sustain__d-f__p-constant__v-V2__take02,real,real_violin,constant,long_mid,long,mid,sustain,real_counterfactual_primary,36,f,96,96,,V2,P1,2,2,69.0,True,0.75,data/midi/full/reference/ref__long_mid__t-sustain__d-f__p-constant.mid,data/real_48k/r__long_mid__t-sustain__d-f__p-constant__v-V2__take02.wav,data/real_raw/r__long_mid__t-sustain__d-f__p-constant__v-V2__take02.wav,planned,163
r__leap_low__t-sustain__d-f__p-constant__v-V3__take02,real,real_violin,constant,leap_low,leap,low,sustain,real_counterfactual_primary,36,f,96,96,,V3,P1,2,2,,False,0.75,data/midi/full/reference/ref__leap_low__t-sustain__d-f__p-constant.mid,data/real_48k/r__leap_low__t-sustain__d-f__p-constant__v-V3__take02.wav,data/real_raw/r__leap_low__t-sustain__d-f__p-constant__v-V3__take02.wav,planned,164
r__repeat_mid__t-pizzicato__d-p__p-constant__v-V1__take02,real,real_violin,constant,repeat_mid,repeat,mid,pizzicato,real_counterfactual_primary,43,p,32,32,,V1,P1,2,2,74.0,True,0.75,data/midi/full/reference/ref__repeat_mid__t-pizzicato__d-p__p-constant.mid,data/real_48k/r__repeat_mid__t-pizzicato__d-p__p-constant__v-V1__take02.wav,data/real_raw/r__repeat_mid__t-pizzicato__d-p__p-constant__v-V1__take02.wav,planned,165
r__long_high__t-legato_slur__d-mf__p-constant__v-V1__take02,real,real_violin,constant,long_high,long,high,legato_slur,real_counterfactual_primary,49,mf,64,64,,V1,P1,2,2,81.0,True,0.75,data/midi/full/reference/ref__long_high__t-legato_slur__d-mf__p-constant.mid,data/real_48k/r__long_high__t-legato_slur__d-mf__p-constant__v-V1__take02.wav,data/real_raw/r__long_high__t-legato_slur__d-mf__p-constant__v-V1__take02.wav,planned,166
r__leap_mid__t-legato_slur__d-mf__p-constant__v-V3__take01,real,real_violin,constant,leap_mid,leap,mid,legato_slur,real_counterfactual_primary,49,mf,64,64,,V3,P1,1,1,,False,0.75,data/midi/full/reference/ref__leap_mid__t-legato_slur__d-mf__p-constant.mid,data/real_48k/r__leap_mid__t-legato_slur__d-mf__p-constant__v-V3__take01.wav,data/real_raw/r__leap_mid__t-legato_slur__d-mf__p-constant__v-V3__take01.wav,planned,167
r__leap_high__t-staccato__d-f__p-constant__v-V2__take01,real,real_violin,constant,leap_high,leap,high,staccato,real_counterfactual_primary,40,f,96,96,,V2,P1,1,1,,False,0.75,data/midi/full/reference/ref__leap_high__t-staccato__d-f__p-constant.mid,data/real_48k/r__leap_high__t-staccato__d-f__p-constant__v-V2__take01.wav,data/real_raw/r__leap_high__t-staccato__d-f__p-constant__v-V2__take01.wav,planned,168
r__repeat_high__t-staccato__d-p__p-constant__v-V2__take02,real,real_violin,constant,repeat_high,repeat,high,staccato,real_counterfactual_primary,40,p,32,32,,V2,P1,2,2,86.0,True,0.75,data/midi/full/reference/ref__repeat_high__t-staccato__d-p__p-constant.mid,data/real_48k/r__repeat_high__t-staccato__d-p__p-constant__v-V2__take02.wav,data/real_raw/r__repeat_high__t-staccato__d-p__p-constant__v-V2__take02.wav,planned,169
r__long_low__t-staccato__d-f__p-constant__v-V2__take01,real,real_violin,constant,long_low,long,low,staccato,real_counterfactual_primary,40,f,96,96,,V2,P1,1,1,57.0,True,0.75,data/midi/full/reference/ref__long_low__t-staccato__d-f__p-constant.mid,data/real_48k/r__long_low__t-staccato__d-f__p-constant__v-V2__take01.wav,data/real_raw/r__long_low__t-staccato__d-f__p-constant__v-V2__take01.wav,planned,170
r__scale_low__t-staccato__d-f__p-constant__v-V1__take02,real,real_violin,constant,scale_low,scale,low,staccato,real_counterfactual_primary,40,f,96,96,,V1,P1,2,2,,False,0.75,data/midi/full/reference/ref__scale_low__t-staccato__d-f__p-constant.mid,data/real_48k/r__scale_low__t-staccato__d-f__p-constant__v-V1__take02.wav,data/real_raw/r__scale_low__t-staccato__d-f__p-constant__v-V1__take02.wav,planned,171
r__leap_low__t-staccato__d-p__p-constant__v-V3__take01,real,real_violin,constant,leap_low,leap,low,staccato,real_counterfactual_primary,40,p,32,32,,V3,P1,1,1,,False,0.75,data/midi/full/reference/ref__leap_low__t-staccato__d-p__p-constant.mid,data/real_48k/r__leap_low__t-staccato__d-p__p-constant__v-V3__take01.wav,data/real_raw/r__leap_low__t-staccato__d-p__p-constant__v-V3__take01.wav,planned,172
r__repeat_low__t-staccato__d-mf__p-constant__v-V3__take01,real,real_violin,constant,repeat_low,repeat,low,staccato,real_counterfactual_primary,40,mf,64,64,,V3,P1,1,1,62.0,True,0.75,data/midi/full/reference/ref__repeat_low__t-staccato__d-mf__p-constant.mid,data/real_48k/r__repeat_low__t-staccato__d-mf__p-constant__v-V3__take01.wav,data/real_raw/r__repeat_low__t-staccato__d-mf__p-constant__v-V3__take01.wav,planned,173
r__scale_high__t-pizzicato__d-f__p-constant__v-V3__take01,real,real_violin,constant,scale_high,scale,high,pizzicato,real_counterfactual_primary,43,f,96,96,,V3,P1,1,1,,False,0.75,data/midi/full/reference/ref__scale_high__t-pizzicato__d-f__p-constant.mid,data/real_48k/r__scale_high__t-pizzicato__d-f__p-constant__v-V3__take01.wav,data/real_raw/r__scale_high__t-pizzicato__d-f__p-constant__v-V3__take01.wav,planned,174
r__leap_high__t-staccato__d-mf__p-constant__v-V3__take01,real,real_violin,constant,leap_high,leap,high,staccato,real_counterfactual_primary,40,mf,64,64,,V3,P1,1,1,,False,0.75,data/midi/full/reference/ref__leap_high__t-staccato__d-mf__p-constant.mid,data/real_48k/r__leap_high__t-staccato__d-mf__p-constant__v-V3__take01.wav,data/real_raw/r__leap_high__t-staccato__d-mf__p-constant__v-V3__take01.wav,planned,175
r__leap_high__t-pizzicato__d-mf__p-constant__v-V3__take01,real,real_violin,constant,leap_high,leap,high,pizzicato,real_counterfactual_primary,43,mf,64,64,,V3,P1,1,1,,False,0.75,data/midi/full/reference/ref__leap_high__t-pizzicato__d-mf__p-constant.mid,data/real_48k/r__leap_high__t-pizzicato__d-mf__p-constant__v-V3__take01.wav,data/real_raw/r__leap_high__t-pizzicato__d-mf__p-constant__v-V3__take01.wav,planned,176
r__repeat_low__t-pizzicato__d-mf__p-constant__v-V1__take01,real,real_violin,constant,repeat_low,repeat,low,pizzicato,real_counterfactual_primary,43,mf,64,64,,V1,P1,1,1,62.0,True,0.75,data/midi/full/reference/ref__repeat_low__t-pizzicato__d-mf__p-constant.mid,data/real_48k/r__repeat_low__t-pizzicato__d-mf__p-constant__v-V1__take01.wav,data/real_raw/r__repeat_low__t-pizzicato__d-mf__p-constant__v-V1__take01.wav,planned,177
r__repeat_mid__t-pizzicato__d-p__p-constant__v-V1__take01,real,real_violin,constant,repeat_mid,repeat,mid,pizzicato,real_counterfactual_primary,43,p,32,32,,V1,P1,1,1,74.0,True,0.75,data/midi/full/reference/ref__repeat_mid__t-pizzicato__d-p__p-constant.mid,data/real_48k/r__repeat_mid__t-pizzicato__d-p__p-constant__v-V1__take01.wav,data/real_raw/r__repeat_mid__t-pizzicato__d-p__p-constant__v-V1__take01.wav,planned,178
r__scale_low__t-legato_slur__d-mf__p-constant__v-V3__take01,real,real_violin,constant,scale_low,scale,low,legato_slur,real_counterfactual_primary,49,mf,64,64,,V3,P1,1,1,,False,0.75,data/midi/full/reference/ref__scale_low__t-legato_slur__d-mf__p-constant.mid,data/real_48k/r__scale_low__t-legato_slur__d-mf__p-constant__v-V3__take01.wav,data/real_raw/r__scale_low__t-legato_slur__d-mf__p-constant__v-V3__take01.wav,planned,179
r__scale_mid__t-sustain__d-f__p-constant__v-V3__take02,real,real_violin,constant,scale_mid,scale,mid,sustain,real_counterfactual_primary,36,f,96,96,,V3,P1,2,2,,False,0.75,data/midi/full/reference/ref__scale_mid__t-sustain__d-f__p-constant.mid,data/real_48k/r__scale_mid__t-sustain__d-f__p-constant__v-V3__take02.wav,data/real_raw/r__scale_mid__t-sustain__d-f__p-constant__v-V3__take02.wav,planned,180
r__scale_mid__t-pizzicato__d-f__p-constant__v-V1__take01,real,real_violin,constant,scale_mid,scale,mid,pizzicato,real_counterfactual_primary,43,f,96,96,,V1,P1,1,1,,False,0.75,data/midi/full/reference/ref__scale_mid__t-pizzicato__d-f__p-constant.mid,data/real_48k/r__scale_mid__t-pizzicato__d-f__p-constant__v-V1__take01.wav,data/real_raw/r__scale_mid__t-pizzicato__d-f__p-constant__v-V1__take01.wav,planned,181
r__long_high__t-legato_slur__d-p__p-constant__v-V3__take01,real,real_violin,constant,long_high,long,high,legato_slur,real_counterfactual_primary,49,p,32,32,,V3,P1,1,1,81.0,True,0.75,data/midi/full/reference/ref__long_high__t-legato_slur__d-p__p-constant.mid,data/real_48k/r__long_high__t-legato_slur__d-p__p-constant__v-V3__take01.wav,data/real_raw/r__long_high__t-legato_slur__d-p__p-constant__v-V3__take01.wav,planned,182
r__leap_low__t-staccato__d-p__p-constant__v-V2__take02,real,real_violin,constant,leap_low,leap,low,staccato,real_counterfactual_primary,40,p,32,32,,V2,P1,2,2,,False,0.75,data/midi/full/reference/ref__leap_low__t-staccato__d-p__p-constant.mid,data/real_48k/r__leap_low__t-staccato__d-p__p-constant__v-V2__take02.wav,data/real_raw/r__leap_low__t-staccato__d-p__p-constant__v-V2__take02.wav,planned,183
r__repeat_high__t-legato_slur__d-mf__p-constant__v-V1__take02,real,real_violin,constant,repeat_high,repeat,high,legato_slur,real_counterfactual_primary,49,mf,64,64,,V1,P1,2,2,86.0,True,0.75,data/midi/full/reference/ref__repeat_high__t-legato_slur__d-mf__p-constant.mid,data/real_48k/r__repeat_high__t-legato_slur__d-mf__p-constant__v-V1__take02.wav,data/real_raw/r__repeat_high__t-legato_slur__d-mf__p-constant__v-V1__take02.wav,planned,184
r__leap_low__t-pizzicato__d-f__p-constant__v-V3__take01,real,real_violin,constant,leap_low,leap,low,pizzicato,real_counterfactual_primary,43,f,96,96,,V3,P1,1,1,,False,0.75,data/midi/full/reference/ref__leap_low__t-pizzicato__d-f__p-constant.mid,data/real_48k/r__leap_low__t-pizzicato__d-f__p-constant__v-V3__take01.wav,data/real_raw/r__leap_low__t-pizzicato__d-f__p-constant__v-V3__take01.wav,planned,185
r__repeat_mid__t-legato_slur__d-f__p-constant__v-V2__take01,real,real_violin,constant,repeat_mid,repeat,mid,legato_slur,real_counterfactual_primary,49,f,96,96,,V2,P1,1,1,74.0,True,0.75,data/midi/full/reference/ref__repeat_mid__t-legato_slur__d-f__p-constant.mid,data/real_48k/r__repeat_mid__t-legato_slur__d-f__p-constant__v-V2__take01.wav,data/real_raw/r__repeat_mid__t-legato_slur__d-f__p-constant__v-V2__take01.wav,planned,186
r__leap_low__t-staccato__d-p__p-constant__v-V2__take01,real,real_violin,constant,leap_low,leap,low,staccato,real_counterfactual_primary,40,p,32,32,,V2,P1,1,1,,False,0.75,data/midi/full/reference/ref__leap_low__t-staccato__d-p__p-constant.mid,data/real_48k/r__leap_low__t-staccato__d-p__p-constant__v-V2__take01.wav,data/real_raw/r__leap_low__t-staccato__d-p__p-constant__v-V2__take01.wav,planned,187
r__repeat_low__t-staccato__d-p__p-constant__v-V2__take01,real,real_violin,constant,repeat_low,repeat,low,staccato,real_counterfactual_primary,40,p,32,32,,V2,P1,1,1,62.0,True,0.75,data/midi/full/reference/ref__repeat_low__t-staccato__d-p__p-constant.mid,data/real_48k/r__repeat_low__t-staccato__d-p__p-constant__v-V2__take01.wav,data/real_raw/r__repeat_low__t-staccato__d-p__p-constant__v-V2__take01.wav,planned,188
r__scale_low__t-sustain__d-mf__p-constant__v-V1__take02,real,real_violin,constant,scale_low,scale,low,sustain,real_counterfactual_primary,36,mf,64,64,,V1,P1,2,2,,False,0.75,data/midi/full/reference/ref__scale_low__t-sustain__d-mf__p-constant.mid,data/real_48k/r__scale_low__t-sustain__d-mf__p-constant__v-V1__take02.wav,data/real_raw/r__scale_low__t-sustain__d-mf__p-constant__v-V1__take02.wav,planned,189
r__leap_mid__t-sustain__d-f__p-constant__v-V3__take01,real,real_violin,constant,leap_mid,leap,mid,sustain,real_counterfactual_primary,36,f,96,96,,V3,P1,1,1,,False,0.75,data/midi/full/reference/ref__leap_mid__t-sustain__d-f__p-constant.mid,data/real_48k/r__leap_mid__t-sustain__d-f__p-constant__v-V3__take01.wav,data/real_raw/r__leap_mid__t-sustain__d-f__p-constant__v-V3__take01.wav,planned,190
r__repeat_low__t-legato_slur__d-p__p-constant__v-V3__take01,real,real_violin,constant,repeat_low,repeat,low,legato_slur,real_counterfactual_primary,49,p,32,32,,V3,P1,1,1,62.0,True,0.75,data/midi/full/reference/ref__repeat_low__t-legato_slur__d-p__p-constant.mid,data/real_48k/r__repeat_low__t-legato_slur__d-p__p-constant__v-V3__take01.wav,data/real_raw/r__repeat_low__t-legato_slur__d-p__p-constant__v-V3__take01.wav,planned,191
r__repeat_mid__t-sustain__d-mf__p-constant__v-V2__take02,real,real_violin,constant,repeat_mid,repeat,mid,sustain,real_counterfactual_primary,36,mf,64,64,,V2,P1,2,2,74.0,True,0.75,data/midi/full/reference/ref__repeat_mid__t-sustain__d-mf__p-constant.mid,data/real_48k/r__repeat_mid__t-sustain__d-mf__p-constant__v-V2__take02.wav,data/real_raw/r__repeat_mid__t-sustain__d-mf__p-constant__v-V2__take02.wav,planned,192
r__repeat_high__t-sustain__d-mf__p-constant__v-V3__take01,real,real_violin,constant,repeat_high,repeat,high,sustain,real_counterfactual_primary,36,mf,64,64,,V3,P1,1,1,86.0,True,0.75,data/midi/full/reference/ref__repeat_high__t-sustain__d-mf__p-constant.mid,data/real_48k/r__repeat_high__t-sustain__d-mf__p-constant__v-V3__take01.wav,data/real_raw/r__repeat_high__t-sustain__d-mf__p-constant__v-V3__take01.wav,planned,193
r__scale_low__t-legato_slur__d-mf__p-constant__v-V1__take01,real,real_violin,constant,scale_low,scale,low,legato_slur,real_counterfactual_primary,49,mf,64,64,,V1,P1,1,1,,False,0.75,data/midi/full/reference/ref__scale_low__t-legato_slur__d-mf__p-constant.mid,data/real_48k/r__scale_low__t-legato_slur__d-mf__p-constant__v-V1__take01.wav,data/real_raw/r__scale_low__t-legato_slur__d-mf__p-constant__v-V1__take01.wav,planned,194
r__repeat_high__t-staccato__d-f__p-constant__v-V3__take02,real,real_violin,constant,repeat_high,repeat,high,staccato,real_counterfactual_primary,40,f,96,96,,V3,P1,2,2,86.0,True,0.75,data/midi/full/reference/ref__repeat_high__t-staccato__d-f__p-constant.mid,data/real_48k/r__repeat_high__t-staccato__d-f__p-constant__v-V3__take02.wav,data/real_raw/r__repeat_high__t-staccato__d-f__p-constant__v-V3__take02.wav,planned,195
r__scale_low__t-pizzicato__d-mf__p-constant__v-V1__take01,real,real_violin,constant,scale_low,scale,low,pizzicato,real_counterfactual_primary,43,mf,64,64,,V1,P1,1,1,,False,0.75,data/midi/full/reference/ref__scale_low__t-pizzicato__d-mf__p-constant.mid,data/real_48k/r__scale_low__t-pizzicato__d-mf__p-constant__v-V1__take01.wav,data/real_raw/r__scale_low__t-pizzicato__d-mf__p-constant__v-V1__take01.wav,planned,196
r__leap_mid__t-staccato__d-mf__p-constant__v-V1__take01,real,real_violin,constant,leap_mid,leap,mid,staccato,real_counterfactual_primary,40,mf,64,64,,V1,P1,1,1,,False,0.75,data/midi/full/reference/ref__leap_mid__t-staccato__d-mf__p-constant.mid,data/real_48k/r__leap_mid__t-staccato__d-mf__p-constant__v-V1__take01.wav,data/real_raw/r__leap_mid__t-staccato__d-mf__p-constant__v-V1__take01.wav,planned,197
r__leap_high__t-pizzicato__d-mf__p-constant__v-V1__take02,real,real_violin,constant,leap_high,leap,high,pizzicato,real_counterfactual_primary,43,mf,64,64,,V1,P1,2,2,,False,0.75,data/midi/full/reference/ref__leap_high__t-pizzicato__d-mf__p-constant.mid,data/real_48k/r__leap_high__t-pizzicato__d-mf__p-constant__v-V1__take02.wav,data/real_raw/r__leap_high__t-pizzicato__d-mf__p-constant__v-V1__take02.wav,planned,198
r__long_low__t-pizzicato__d-f__p-constant__v-V1__take02,real,real_violin,constant,long_low,long,low,pizzicato,real_counterfactual_primary,43,f,96,96,,V1,P1,2,2,57.0,True,0.75,data/midi/full/reference/ref__long_low__t-pizzicato__d-f__p-constant.mid,data/real_48k/r__long_low__t-pizzicato__d-f__p-constant__v-V1__take02.wav,data/real_raw/r__long_low__t-pizzicato__d-f__p-constant__v-V1__take02.wav,planned,199
r__repeat_mid__t-pizzicato__d-mf__p-constant__v-V3__take02,real,real_violin,constant,repeat_mid,repeat,mid,pizzicato,real_counterfactual_primary,43,mf,64,64,,V3,P1,2,2,74.0,True,0.75,data/midi/full/reference/ref__repeat_mid__t-pizzicato__d-mf__p-constant.mid,data/real_48k/r__repeat_mid__t-pizzicato__d-mf__p-constant__v-V3__take02.wav,data/real_raw/r__repeat_mid__t-pizzicato__d-mf__p-constant__v-V3__take02.wav,planned,200
r__scale_high__t-pizzicato__d-p__p-constant__v-V3__take02,real,real_violin,constant,scale_high,scale,high,pizzicato,real_counterfactual_primary,43,p,32,32,,V3,P1,2,2,,False,0.75,data/midi/full/reference/ref__scale_high__t-pizzicato__d-p__p-constant.mid,data/real_48k/r__scale_high__t-pizzicato__d-p__p-constant__v-V3__take02.wav,data/real_raw/r__scale_high__t-pizzicato__d-p__p-constant__v-V3__take02.wav,planned,201
r__repeat_high__t-staccato__d-f__p-constant__v-V3__take01,real,real_violin,constant,repeat_high,repeat,high,staccato,real_counterfactual_primary,40,f,96,96,,V3,P1,1,1,86.0,True,0.75,data/midi/full/reference/ref__repeat_high__t-staccato__d-f__p-constant.mid,data/real_48k/r__repeat_high__t-staccato__d-f__p-constant__v-V3__take01.wav,data/real_raw/r__repeat_high__t-staccato__d-f__p-constant__v-V3__take01.wav,planned,202
r__long_high__t-pizzicato__d-p__p-constant__v-V2__take02,real,real_violin,constant,long_high,long,high,pizzicato,real_counterfactual_primary,43,p,32,32,,V2,P1,2,2,81.0,True,0.75,data/midi/full/reference/ref__long_high__t-pizzicato__d-p__p-constant.mid,data/real_48k/r__long_high__t-pizzicato__d-p__p-constant__v-V2__take02.wav,data/real_raw/r__long_high__t-pizzicato__d-p__p-constant__v-V2__take02.wav,planned,203
r__long_high__t-legato_slur__d-f__p-constant__v-V3__take02,real,real_violin,constant,long_high,long,high,legato_slur,real_counterfactual_primary,49,f,96,96,,V3,P1,2,2,81.0,True,0.75,data/midi/full/reference/ref__long_high__t-legato_slur__d-f__p-constant.mid,data/real_48k/r__long_high__t-legato_slur__d-f__p-constant__v-V3__take02.wav,data/real_raw/r__long_high__t-legato_slur__d-f__p-constant__v-V3__take02.wav,planned,204
r__scale_mid__t-pizzicato__d-mf__p-constant__v-V2__take01,real,real_violin,constant,scale_mid,scale,mid,pizzicato,real_counterfactual_primary,43,mf,64,64,,V2,P1,1,1,,False,0.75,data/midi/full/reference/ref__scale_mid__t-pizzicato__d-mf__p-constant.mid,data/real_48k/r__scale_mid__t-pizzicato__d-mf__p-constant__v-V2__take01.wav,data/real_raw/r__scale_mid__t-pizzicato__d-mf__p-constant__v-V2__take01.wav,planned,205
r__scale_high__t-legato_slur__d-f__p-constant__v-V1__take02,real,real_violin,constant,scale_high,scale,high,legato_slur,real_counterfactual_primary,49,f,96,96,,V1,P1,2,2,,False,0.75,data/midi/full/reference/ref__scale_high__t-legato_slur__d-f__p-constant.mid,data/real_48k/r__scale_high__t-legato_slur__d-f__p-constant__v-V1__take02.wav,data/real_raw/r__scale_high__t-legato_slur__d-f__p-constant__v-V1__take02.wav,planned,206
r__repeat_mid__t-sustain__d-p__p-constant__v-V1__take02,real,real_violin,constant,repeat_mid,repeat,mid,sustain,real_counterfactual_primary,36,p,32,32,,V1,P1,2,2,74.0,True,0.75,data/midi/full/reference/ref__repeat_mid__t-sustain__d-p__p-constant.mid,data/real_48k/r__repeat_mid__t-sustain__d-p__p-constant__v-V1__take02.wav,data/real_raw/r__repeat_mid__t-sustain__d-p__p-constant__v-V1__take02.wav,planned,207
r__scale_low__t-staccato__d-f__p-constant__v-V2__take02,real,real_violin,constant,scale_low,scale,low,staccato,real_counterfactual_primary,40,f,96,96,,V2,P1,2,2,,False,0.75,data/midi/full/reference/ref__scale_low__t-staccato__d-f__p-constant.mid,data/real_48k/r__scale_low__t-staccato__d-f__p-constant__v-V2__take02.wav,data/real_raw/r__scale_low__t-staccato__d-f__p-constant__v-V2__take02.wav,planned,208
r__leap_mid__t-pizzicato__d-p__p-constant__v-V2__take01,real,real_violin,constant,leap_mid,leap,mid,pizzicato,real_counterfactual_primary,43,p,32,32,,V2,P1,1,1,,False,0.75,data/midi/full/reference/ref__leap_mid__t-pizzicato__d-p__p-constant.mid,data/real_48k/r__leap_mid__t-pizzicato__d-p__p-constant__v-V2__take01.wav,data/real_raw/r__leap_mid__t-pizzicato__d-p__p-constant__v-V2__take01.wav,planned,209
r__long_low__t-pizzicato__d-f__p-constant__v-V1__take01,real,real_violin,constant,long_low,long,low,pizzicato,real_counterfactual_primary,43,f,96,96,,V1,P1,1,1,57.0,True,0.75,data/midi/full/reference/ref__long_low__t-pizzicato__d-f__p-constant.mid,data/real_48k/r__long_low__t-pizzicato__d-f__p-constant__v-V1__take01.wav,data/real_raw/r__long_low__t-pizzicato__d-f__p-constant__v-V1__take01.wav,planned,210
r__repeat_low__t-pizzicato__d-p__p-constant__v-V2__take02,real,real_violin,constant,repeat_low,repeat,low,pizzicato,real_counterfactual_primary,43,p,32,32,,V2,P1,2,2,62.0,True,0.75,data/midi/full/reference/ref__repeat_low__t-pizzicato__d-p__p-constant.mid,data/real_48k/r__repeat_low__t-pizzicato__d-p__p-constant__v-V2__take02.wav,data/real_raw/r__repeat_low__t-pizzicato__d-p__p-constant__v-V2__take02.wav,planned,211
r__long_mid__t-staccato__d-mf__p-constant__v-V1__take02,real,real_violin,constant,long_mid,long,mid,staccato,real_counterfactual_primary,40,mf,64,64,,V1,P1,2,2,69.0,True,0.75,data/midi/full/reference/ref__long_mid__t-staccato__d-mf__p-constant.mid,data/real_48k/r__long_mid__t-staccato__d-mf__p-constant__v-V1__take02.wav,data/real_raw/r__long_mid__t-staccato__d-mf__p-constant__v-V1__take02.wav,planned,212
r__long_low__t-legato_slur__d-f__p-constant__v-V1__take02,real,real_violin,constant,long_low,long,low,legato_slur,real_counterfactual_primary,49,f,96,96,,V1,P1,2,2,57.0,True,0.75,data/midi/full/reference/ref__long_low__t-legato_slur__d-f__p-constant.mid,data/real_48k/r__long_low__t-legato_slur__d-f__p-constant__v-V1__take02.wav,data/real_raw/r__long_low__t-legato_slur__d-f__p-constant__v-V1__take02.wav,planned,213
r__long_high__t-pizzicato__d-p__p-constant__v-V3__take01,real,real_violin,constant,long_high,long,high,pizzicato,real_counterfactual_primary,43,p,32,32,,V3,P1,1,1,81.0,True,0.75,data/midi/full/reference/ref__long_high__t-pizzicato__d-p__p-constant.mid,data/real_48k/r__long_high__t-pizzicato__d-p__p-constant__v-V3__take01.wav,data/real_raw/r__long_high__t-pizzicato__d-p__p-constant__v-V3__take01.wav,planned,214
r__leap_low__t-pizzicato__d-f__p-constant__v-V1__take01,real,real_violin,constant,leap_low,leap,low,pizzicato,real_counterfactual_primary,43,f,96,96,,V1,P1,1,1,,False,0.75,data/midi/full/reference/ref__leap_low__t-pizzicato__d-f__p-constant.mid,data/real_48k/r__leap_low__t-pizzicato__d-f__p-constant__v-V1__take01.wav,data/real_raw/r__leap_low__t-pizzicato__d-f__p-constant__v-V1__take01.wav,planned,215
r__leap_low__t-legato_slur__d-p__p-constant__v-V1__take01,real,real_violin,constant,leap_low,leap,low,legato_slur,real_counterfactual_primary,49,p,32,32,,V1,P1,1,1,,False,0.75,data/midi/full/reference/ref__leap_low__t-legato_slur__d-p__p-constant.mid,data/real_48k/r__leap_low__t-legato_slur__d-p__p-constant__v-V1__take01.wav,data/real_raw/r__leap_low__t-legato_slur__d-p__p-constant__v-V1__take01.wav,planned,216
r__repeat_high__t-legato_slur__d-f__p-constant__v-V2__take02,real,real_violin,constant,repeat_high,repeat,high,legato_slur,real_counterfactual_primary,49,f,96,96,,V2,P1,2,2,86.0,True,0.75,data/midi/full/reference/ref__repeat_high__t-legato_slur__d-f__p-constant.mid,data/real_48k/r__repeat_high__t-legato_slur__d-f__p-constant__v-V2__take02.wav,data/real_raw/r__repeat_high__t-legato_slur__d-f__p-constant__v-V2__take02.wav,planned,217
r__scale_low__t-sustain__d-f__p-constant__v-V3__take02,real,real_violin,constant,scale_low,scale,low,sustain,real_counterfactual_primary,36,f,96,96,,V3,P1,2,2,,False,0.75,data/midi/full/reference/ref__scale_low__t-sustain__d-f__p-constant.mid,data/real_48k/r__scale_low__t-sustain__d-f__p-constant__v-V3__take02.wav,data/real_raw/r__scale_low__t-sustain__d-f__p-constant__v-V3__take02.wav,planned,218
r__repeat_high__t-legato_slur__d-p__p-constant__v-V1__take02,real,real_violin,constant,repeat_high,repeat,high,legato_slur,real_counterfactual_primary,49,p,32,32,,V1,P1,2,2,86.0,True,0.75,data/midi/full/reference/ref__repeat_high__t-legato_slur__d-p__p-constant.mid,data/real_48k/r__repeat_high__t-legato_slur__d-p__p-constant__v-V1__take02.wav,data/real_raw/r__repeat_high__t-legato_slur__d-p__p-constant__v-V1__take02.wav,planned,219
