clip_id,source,model,profile,prompt_id,pattern,register,technique,analysis_tier,technique_keyswitch,dynamic_label,cc1_initial,cc1_final,branch_offset_s,violin_id,performer_id,take,replicate,reference_midi,single_pitch,note_onset_s,midi_path,audio_path,raw_audio_path,status,recording_order
r__delayed_A4__t-pizzicato__d-mf__p-delayed__v-V2__take03,real,real_violin,delayed,delayed_A4,delayed_long,mid,pizzicato,real_counterfactual_primary,43,mf,64,64,0.25,V2,P1,3,3,69,True,0.75,data/midi/expanded/reference/ref__delayed_A4__t-pizzicato__d-mf__p-delayed.mid,data/real_48k/r__delayed_A4__t-pizzicato__d-mf__p-delayed__v-V2__take03.wav,data/real_raw/r__delayed_A4__t-pizzicato__d-mf__p-delayed__v-V2__take03.wav,planned,57
r__delayed_A4__t-sustain__d-mf__p-delayed__v-V2__take02,real,real_violin,delayed,delayed_A4,delayed_long,mid,sustain,real_counterfactual_primary,36,mf,64,64,0.25,V2,P1,2,2,69,True,0.75,data/midi/expanded/reference/ref__delayed_A4__t-sustain__d-mf__p-delayed.mid,data/real_48k/r__delayed_A4__t-sustain__d-mf__p-delayed__v-V2__take02.wav,data/real_raw/r__delayed_A4__t-sustain__d-mf__p-delayed__v-V2__take02.wav,planned,58
r__delayed_A4__t-sustain__d-f__p-delayed__v-V3__take02,real,real_violin,delayed,delayed_A4,delayed_long,mid,sustain,real_counterfactual_primary,36,f,64,96,0.25,V3,P1,2,2,69,True,0.75,data/midi/expanded/reference/ref__delayed_A4__t-sustain__d-f__p-delayed.mid,data/real_48k/r__delayed_A4__t-sustain__d-f__p-delayed__v-V3__take02.wav,data/real_raw/r__delayed_A4__t-sustain__d-f__p-delayed__v-V3__take02.wav,planned,59
r__delayed_A4__t-pizzicato__d-f__p-delayed__v-V2__take01,real,real_violin,delayed,delayed_A4,delayed_long,mid,pizzicato,real_counterfactual_primary,43,f,64,96,0.25,V2,P1,1,1,69,True,0.75,data/midi/expanded/reference/ref__delayed_A4__t-pizzicato__d-f__p-delayed.mid,data/real_48k/r__delayed_A4__t-pizzicato__d-f__p-delayed__v-V2__take01.wav,data/real_raw/r__delayed_A4__t-pizzicato__d-f__p-delayed__v-V2__take01.wav,planned,60
r__delayed_A4__t-pizzicato__d-mf__p-delayed__v-V3__take02,real,real_violin,delayed,delayed_A4,delayed_long,mid,pizzicato,real_counterfactual_primary,43,mf,64,64,0.25,V3,P1,2,2,69,True,0.75,data/midi/expanded/reference/ref__delayed_A4__t-pizzicato__d-mf__p-delayed.mid,data/real_48k/r__delayed_A4__t-pizzicato__d-mf__p-delayed__v-V3__take02.wav,data/real_raw/r__delayed_A4__t-pizzicato__d-mf__p-delayed__v-V3__take02.wav,planned,61
r__delayed_A4__t-sustain__d-p__p-delayed__v-V3__take04,real,real_violin,delayed,delayed_A4,delayed_long,mid,sustain,real_counterfactual_primary,36,p,64,32,0.25,V3,P1,4,4,69,True,0.75,data/midi/expanded/reference/ref__delayed_A4__t-sustain__d-p__p-delayed.mid,data/real_48k/r__delayed_A4__t-sustain__d-p__p-delayed__v-V3__take04.wav,data/real_raw/r__delayed_A4__t-sustain__d-p__p-delayed__v-V3__take04.wav,planned,62
r__delayed_A4__t-sustain__d-f__p-delayed__v-V1__take02,real,real_violin,delayed,delayed_A4,delayed_long,mid,sustain,real_counterfactual_primary,36,f,64,96,0.25,V1,P1,2,2,69,True,0.75,data/midi/expanded/reference/ref__delayed_A4__t-sustain__d-f__p-delayed.mid,data/real_48k/r__delayed_A4__t-sustain__d-f__p-delayed__v-V1__take02.wav,data/real_raw/r__delayed_A4__t-sustain__d-f__p-delayed__v-V1__take02.wav,planned,63
r__delayed_A4__t-sustain__d-mf__p-delayed__v-V1__take02,real,real_violin,delayed,delayed_A4,delayed_long,mid,sustain,real_counterfactual_primary,36,mf,64,64,0.25,V1,P1,2,2,69,True,0.75,data/midi/expanded/reference/ref__delayed_A4__t-sustain__d-mf__p-delayed.mid,data/real_48k/r__delayed_A4__t-sustain__d-mf__p-delayed__v-V1__take02.wav,data/real_raw/r__delayed_A4__t-sustain__d-mf__p-delayed__v-V1__take02.wav,planned,64
r__delayed_A4__t-sustain__d-p__p-delayed__v-V3__take01,real,real_violin,delayed,delayed_A4,delayed_long,mid,sustain,real_counterfactual_primary,36,p,64,32,0.25,V3,P1,1,1,69,True,0.75,data/midi/expanded/reference/ref__delayed_A4__t-sustain__d-p__p-delayed.mid,data/real_48k/r__delayed_A4__t-sustain__d-p__p-delayed__v-V3__take01.wav,data/real_raw/r__delayed_A4__t-sustain__d-p__p-delayed__v-V3__take01.wav,planned,65
r__delayed_A4__t-pizzicato__d-p__p-delayed__v-V1__take02,real,real_violin,delayed,delayed_A4,delayed_long,mid,pizzicato,real_counterfactual_primary,43,p,64,32,0.25,V1,P1,2,2,69,True,0.75,data/midi/expanded/reference/ref__delayed_A4__t-pizzicato__d-p__p-delayed.mid,data/real_48k/r__delayed_A4__t-pizzicato__d-p__p-delayed__v-V1__take02.wav,data/real_raw/r__delayed_A4__t-pizzicato__d-p__p-delayed__v-V1__take02.wav,planned,66
r__delayed_A4__t-pizzicato__d-f__p-delayed__v-V3__take01,real,real_violin,delayed,delayed_A4,delayed_long,mid,pizzicato,real_counterfactual_primary,43,f,64,96,0.25,V3,P1,1,1,69,True,0.75,data/midi/expanded/reference/ref__delayed_A4__t-pizzicato__d-f__p-delayed.mid,data/real_48k/r__delayed_A4__t-pizzicato__d-f__p-delayed__v-V3__take01.wav,data/real_raw/r__delayed_A4__t-pizzicato__d-f__p-delayed__v-V3__take01.wav,planned,67
r__delayed_A4__t-sustain__d-mf__p-delayed__v-V3__take01,real,real_violin,delayed,delayed_A4,delayed_long,mid,sustain,real_counterfactual_primary,36,mf,64,64,0.25,V3,P1,1,1,69,True,0.75,data/midi/expanded/reference/ref__delayed_A4__t-sustain__d-mf__p-delayed.mid,data/real_48k/r__delayed_A4__t-sustain__d-mf__p-delayed__v-V3__take01.wav,data/real_raw/r__delayed_A4__t-sustain__d-mf__p-delayed__v-V3__take01.wav,planned,68
r__delayed_A4__t-sustain__d-p__p-delayed__v-V1__take02,real,real_violin,delayed,delayed_A4,delayed_long,mid,sustain,real_counterfactual_primary,36,p,64,32,0.25,V1,P1,2,2,69,True,0.75,data/midi/expanded/reference/ref__delayed_A4__t-sustain__d-p__p-delayed.mid,data/real_48k/r__delayed_A4__t-sustain__d-p__p-delayed__v-V1__take02.wav,data/real_raw/r__delayed_A4__t-sustain__d-p__p-delayed__v-V1__take02.wav,planned,69
r__delayed_A4__t-pizzicato__d-p__p-delayed__v-V2__take01,real,real_violin,delayed,delayed_A4,delayed_long,mid,pizzicato,real_counterfactual_primary,43,p,64,32,0.25,V2,P1,1,1,69,True,0.75,data/midi/expanded/reference/ref__delayed_A4__t-pizzicato__d-p__p-delayed.mid,data/real_48k/r__delayed_A4__t-pizzicato__d-p__p-delayed__v-V2__take01.wav,data/real_raw/r__delayed_A4__t-pizzicato__d-p__p-delayed__v-V2__take01.wav,planned,70
r__delayed_A4__t-pizzicato__d-f__p-delayed__v-V3__take04,real,real_violin,delayed,delayed_A4,delayed_long,mid,pizzicato,real_counterfactual_primary,43,f,64,96,0.25,V3,P1,4,4,69,True,0.75,data/midi/expanded/reference/ref__delayed_A4__t-pizzicato__d-f__p-delayed.mid,data/real_48k/r__delayed_A4__t-pizzicato__d-f__p-delayed__v-V3__take04.wav,data/real_raw/r__delayed_A4__t-pizzicato__d-f__p-delayed__v-V3__take04.wav,planned,71
r__delayed_A4__t-sustain__d-p__p-delayed__v-V2__take04,real,real_violin,delayed,delayed_A4,delayed_long,mid,sustain,real_counterfactual_primary,36,p,64,32,0.25,V2,P1,4,4,69,True,0.75,data/midi/expanded/reference/ref__delayed_A4__t-sustain__d-p__p-delayed.mid,data/real_48k/r__delayed_A4__t-sustain__d-p__p-delayed__v-V2__take04.wav,data/real_raw/r__delayed_A4__t-sustain__d-p__p-delayed__v-V2__take04.wav,planned,72
